source_dataset,pid,name,noneng-name,owner,areas,subnat,status,capacity,primprod,secprod,feedstock,latitude,longitude,url,areas-subnat-sat-display,capacity-details,capacity-table,coordinate-accuracy,coordinates,country-to-check,feedacc,iso3-code,municipality,name-search,other-plant-names-(english),other-plant-names-(other-language),owner-gem-id,owner-search,owners-noneng,region,scaling-capacity,sfid,status-legend,tracker-acro,tracker-custom,units-of-m
chemicals,P100000140403,Shanxi Jinxiang Coal Ammonia Plant,山西金象煤化工 (Chinese),Shanxi Jinxiang Coal Chemical Co Ltd [100%],China;,Shanxi,operating,30.0,ammonia,urea,coal,35.466428, 112.598456,https://gem.wiki/Shanxi_Jinxiang_Coal_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"35.466428, 112.598456",['China'],exact,CHN,Jincheng,Shanxi Jinxiang Coal Ammonia Plant,,,E100002018310 [100%],Shanxi Jinxiang Coal Chemical Co Ltd [100%],山西金象煤化工 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140404,Jinneng Holding Equipment Manufacturing Group Coal-to-Methanol Plant,晋能控股装备制造集团甲醇项目 (Chinese),Jinneng Holding Equipment Manufacturing Group [100%],China;,Shanxi,operating,30.0,methanol,,coal,35.506394, 112.936092,https://gem.wiki/Jinneng_Holding_Equipment_Manufacturing_Group_Coal-to-Methanol_Plant,"Shanxi, China",30.0,30.0,approximate,"35.506394, 112.936092",['China'],exact,CHN,Jincheng,Jinneng Holding Equipment Manufacturing Group Coal-to-Methanol Plant,,,E100002010480 [100%],Jinneng Holding Equipment Manufacturing Group [100%],晋能控股装备制造集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140406,Shanxi Minguang New Energy Ammonia Plant,山西闽光新能源公司 (Chinese),Shanxi Minguang New Energy Co [100%],China;,Shanxi,operating,30.0,ammonia,,coke oven gas,35.761985, 111.766991,https://gem.wiki/Shanxi_Minguang_New_Energy_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"35.761985, 111.766991",['China'],exact,CHN,Linfen,Shanxi Minguang New Energy Ammonia Plant,,,E100002018311 [100%],Shanxi Minguang New Energy Co [100%],山西闽光新能源公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140407,Shengxin Linfen Coking Plant,永鑫能源集团圣鑫160万吨/年焦化配套19万吨/年LNG联产12万吨/年合成氨项目 (Chinese),Shengxin Coking Co Ltd [100%],China;,Shanxi,operating,30.0,ammonia,,coal,36.234058, 111.697273,https://gem.wiki/Shengxin_Linfen_Coking_Plant,"Shanxi, China",30.0,30.0,approximate,"36.234058, 111.697273",['China'],exact,CHN,Linfen,Shengxin Linfen Coking Plant,,,E100002018327 [100%],Shengxin Coking Co Ltd [100%],圣鑫焦化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140408,Linfen Wanxinda Coking and Chemical Plant,临汾万鑫达焦化有限责任公司 (Chinese),Linfen Wanxinda Coking & Chemical Co [100%],China;,Shanxi,operating,30.0,benzene,,coal,35.932116, 111.496713,https://gem.wiki/Linfen_Wanxinda_Coking_and_Chemical_Plant,"Shanxi, China",30.0,30.0,exact,"35.932116, 111.496713",['China'],exact,CHN,Linfen,Linfen Wanxinda Coking and Chemical Plant,,,E100002018137 [100%],Linfen Wanxinda Coking & Chemical Co [100%],临汾万鑫达焦化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140409,Shanxi Coking Chemical Plant,山西焦化股份有限公司 (Chinese),Shanxi Coking Group Co Ltd [100%],China;,Shanxi,operating,30.0,benzene; methanol,,coal,36.352579, 111.797753,https://gem.wiki/Shanxi_Coking_Chemical_Plant,"Shanxi, China",30.0,30.0,exact,"36.352579, 111.797753",['China'],exact,CHN,Linfen,Shanxi Coking Chemical Plant,,,E100002018307 [100%],Shanxi Coking Group Co Ltd [100%],山西焦化集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140410,Shanxi Runjin Ammonia Plant,山西润锦化工有限公司 (Chinese),Shanxi Runjin Chemical Co [100%],China;,Shanxi,operating,30.0,ammonia,,coal,37.561875, 112.242794,https://gem.wiki/Shanxi_Runjin_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"37.561875, 112.242794",['China'],exact,CHN,Lvliang,Shanxi Runjin Ammonia Plant,,,E100002018312 [100%],Shanxi Runjin Chemical Co [100%],山西润锦化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140411,Xiaoyi Jinmao Chemical Plant,‌孝义市晋茂化工有限公司 (Chinese),Xiaoyi Jinmao Chemical Co Ltd [100%],China;,Shanxi,operating,30.0,benzene,,coke oven gas,37.169646, 111.710179,https://gem.wiki/Xiaoyi_Jinmao_Chemical_Plant,"Shanxi, China",30.0,30.0,approximate,"37.169646, 111.710179",['China'],exact,CHN,Lvliang,Xiaoyi Jinmao Chemical Plant,,,E100002018400 [100%],Xiaoyi Jinmao Chemical Co Ltd [100%],‌孝义市晋茂化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140412,Shanxi China Coal Pingshuo Energy Ammonia Plant,山西中煤平朔能源化工 (Chinese),Shanxi China Coal Pingshuo Energy Chemical Co Ltd [100%],China;,Shanxi,operating,30.0,ammonia,,coal,39.451972, 112.360174,https://gem.wiki/Shanxi_China_Coal_Pingshuo_Energy_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"39.451972, 112.360174",['China'],exact,CHN,Shuozhou,Shanxi China Coal Pingshuo Energy Ammonia Plant,,,E100002018306 [100%],Shanxi China Coal Pingshuo Energy Chemical Co Ltd [100%],山西中煤平朔能源化工 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140413,Taiyuan New Chemical Materials Ammonia Plant,太原化工新材料公司 (Chinese),Taiyuan New Chemical Materials Co [100%],China;,Shanxi,operating,30.0,ammonia,,coal,37.570404, 112.277379,https://gem.wiki/Taiyuan_New_Chemical_Materials_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"37.570404, 112.277379",['China'],exact,CHN,Taiyuan,Taiyuan New Chemical Materials Ammonia Plant,,,E100002018371 [100%],Taiyuan New Chemical Materials Co [100%],太原化工新材料公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140414,Taiyuai Chemical Industry Ammonia Plant,太原化工股份有限公司 (Chinese),Taiyuai Chemical Industry Co Ltd [100%],China;,Shanxi,operating,30.0,ammonia,,coal,37.815927, 112.511173,https://gem.wiki/Taiyuai_Chemical_Industry_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"37.815927, 112.511173",['China'],exact,CHN,Taiyuan,Taiyuai Chemical Industry Ammonia Plant,,,E100002018370 [100%],Taiyuai Chemical Industry Co Ltd [100%],太原化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140393,Hancheng CITIC Chemical Plant,韩城市中信化工有限公司 (Chinese),Hancheng CITIC Chemical Co [100%],China;,Shanxi,operating,30.0,benzene; xylene,,coal,35.547373, 110.482315,https://gem.wiki/Hancheng_CITIC_Chemical_Plant,"Shanxi, China",30.0,30.0,exact,"35.547373, 110.482315",['China'],exact,CHN,Wei,Hancheng CITIC Chemical Plant,,,E100002017993 [100%],Hancheng CITIC Chemical Co [100%],韩城市中信化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140394,Xi'an Juli Petroleum Technology Plant,西安巨力石油技术有限公司 (Chinese),Xi'an Juli Petroleum Technology Co [100%],China;,Shanxi,operating,30.0,xylene,,,34.339703, 108.959231,https://gem.wiki/Xi'an_Juli_Petroleum_Technology_Plant,"Shanxi, China",30.0,30.0,approximate,"34.339703, 108.959231",['China'],,CHN,Xian,Xi'an Juli Petroleum Technology Plant,,,E100002018398 [100%],Xi'an Juli Petroleum Technology Co [100%],西安巨力石油技术有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140415,Peng Fei Group Xiaoyi Ammonia Plant,山西鹏飞集团 (Chinese),Peng Fei Group [100%],China;,Shanxi,operating,30.0,ammonia,,coke oven gas,37.155072, 111.697798,https://gem.wiki/Peng_Fei_Group_Xiaoyi_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"37.155072, 111.697798",['China'],exact,CHN,Xiaoyi,Peng Fei Group Xiaoyi Ammonia Plant,,,E100002018220 [100%],Peng Fei Group [100%],鹏飞集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140416,Shanxi Yuwang Coal Gasification Ammonia Plant,山西禹王煤炭气化有限公司 (Chinese),Shanxi Yuwang Coal Gasification Co [100%],China;,Shanxi,operating,30.0,ammonia,,coke oven gas,38.345597, 112.722103,https://gem.wiki/Shanxi_Yuwang_Coal_Gasification_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"38.345597, 112.722103",['China'],exact,CHN,Xinzhou,Shanxi Yuwang Coal Gasification Ammonia Plant,,,E100002018319 [100%],Shanxi Yuwang Coal Gasification Co [100%],山西禹王煤炭气化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140417,Yang Coal Yangquan Ammonia Plant,阳煤化工股份有限公司 (Chinese),Yang Coal Chemical Co [100%],China;,Shanxi,operating,30.0,ammonia,urea,coal,37.796418, 112.558593,https://gem.wiki/Yang_Coal_Yangquan_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"37.796418, 112.558593",['China'],exact,CHN,Yangquan,Yang Coal Yangquan Ammonia Plant,,,E100002018411 [100%],Yang Coal Chemical Co [100%],阳煤化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140419,Yangmei Fengxi Fertilizer Plant,阳煤丰喜肥业集团有限责任公司 (Chinese),Yangmei Fengxi Fertilizer Group Co [100%],China;,Shanxi,operating,30.0,ammonia,urea,coal,35.123226, 110.759185,https://gem.wiki/Yangmei_Fengxi_Fertilizer_Plant,"Shanxi, China",30.0,30.0,exact,"35.123226, 110.759185",['China'],exact,CHN,Yuncheng,Yangmei Fengxi Fertilizer Plant,,,E100002018413 [100%],Yangmei Fengxi Fertilizer Group Co [100%],阳煤丰喜肥业集团有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140420,Shanxi Yangshi Coal Fengxi Quanji Energy Ammonia Plant,山西阳煤丰喜泉稷能源有限公司 (Chinese),Shanxi Yangshi Coal Fengxi Quanji Energy Co [100%],China;,Shanxi,operating,30.0,ammonia,,coke oven gas,35.662407, 110.976632,https://gem.wiki/Shanxi_Yangshi_Coal_Fengxi_Quanji_Energy_Ammonia_Plant,"Shanxi, China",30.0,30.0,exact,"35.662407, 110.976632",['China'],exact,CHN,Yuncheng,Shanxi Yangshi Coal Fengxi Quanji Energy Ammonia Plant,,,E100002018318 [100%],Shanxi Yangshi Coal Fengxi Quanji Energy Co [100%],山西阳煤丰喜泉稷能源有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140421,Shanxi Fengxi Fertilizer Plant,山西丰喜肥业（集团）有限公司（原山西丰喜化肥） (Chinese),Shanxi Fengxi Fertilizer Group Co Ltd [100%],China;,Shanxi,operating,30.0,ammonia; methanol,urea,coal,35.459626, 110.913257,https://gem.wiki/Shanxi_Fengxi_Fertilizer_Plant,"Shanxi, China",30.0,30.0,exact,"35.459626, 110.913257",['China'],exact,CHN,Yuncheng,Shanxi Fengxi Fertilizer Plant,,,E100002018308 [100%],Shanxi Fengxi Fertilizer Group Co Ltd [100%],山西丰喜肥业（集团）有限公司（原山西丰喜化肥） (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140422,Sinopec Sichuan Petrochemical Plant,中石化四川石油化工有限公司 (Chinese),Sinopec Sichuan Petrochemical Co Ltd [100%],China;,Sichuan,operating,30.0,ethylene,methyl tert-butyl ether (MTBE); polypropylene,,31.066398, 103.908793,https://gem.wiki/Sinopec_Sichuan_Petrochemical_Plant,"Sichuan, China",30.0,30.0,exact,"31.066398, 103.908793",['China'],,CHN,Chengdu,Sinopec Sichuan Petrochemical Plant,,,E100002018352 [100%],Sinopec Sichuan Petrochemical Co Ltd [100%],中石化四川石油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0043,operating,GChI,GChI,n/a
chemicals,P100000140423,PetroChina Sichuan Pengzhou Refinery,中国石油四川彭州炼油厂 (Chinese),PetroChina Sichuan Pengzhou Refinery [100%],China;,Sichuan,operating,30.0,ethylene,,crude oil,30.984129, 103.941294,https://gem.wiki/PetroChina_Sichuan_Pengzhou_Refinery,"Sichuan, China",30.0,30.0,exact,"30.984129, 103.941294",['China'],exact,CHN,Chengdu,PetroChina Sichuan Pengzhou Refinery,,,E100002018229 [100%],PetroChina Sichuan Pengzhou Refinery [100%],中国石油四川彭州炼油厂 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140424,PetroChina Sichuan Chengdu Petrochemical Plant,中国石油四川石化有限责任公司80万吨/年乙烯项目 (Chinese),PetroChina Sichuan Petrochemical Co Ltd [100%],China;,Sichuan,operating,30.0,ethylene; benzene; xylene,butadiene rubber; butanol; diesel; ethylene glycol; gasoline; octanol; polyethylene; polypropylene,,30.671606, 104.030697,https://gem.wiki/PetroChina_Sichuan_Chengdu_Petrochemical_Plant,"Sichuan, China",30.0,30.0,exact,"30.671606, 104.030697",['China'],,CHN,Chengdu,PetroChina Sichuan Chengdu Petrochemical Plant,,,E100002018230 [100%],PetroChina Sichuan Petrochemical Co Ltd [100%],中国石油四川石化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140425,Sichuan Meifeng Ammonia Plant,四川美丰化工股份有限公司 (Chinese),Sichuan Meifeng Chemical Co Ltd [100%],China;,Sichuan,operating,30.0,ammonia,,natural gas,31.152030, 104.398088,https://gem.wiki/Sichuan_Meifeng_Ammonia_Plant,"Sichuan, China",30.0,30.0,exact,"31.152030, 104.398088",['China'],exact,CHN,Deyang,Sichuan Meifeng Ammonia Plant,,,E100002018332 [100%],Sichuan Meifeng Chemical Co Ltd [100%],四川美丰化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140427,Lutianhua Sichuan Ammonia Plant,泸天化股份有限公司 (Chinese),Lutianhua Chemical Co Ltd [100%],China;,Sichuan,operating,30.0,ammonia,,natural gas,28.778248, 105.385827,https://gem.wiki/Lutianhua_Sichuan_Ammonia_Plant,"Sichuan, China",30.0,30.0,exact,"28.778248, 105.385827",['China'],exact,CHN,Luzhou,Lutianhua Sichuan Ammonia Plant,,,E100002018144 [100%],Lutianhua Chemical Co Ltd [100%],泸天化股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140428,Sichuan Lutianhua Luzhou Methanol Plant,四川泸天化绿源醇业有限责任公司 (Chinese),Sichuan Lutianhua Co Ltd [100%],China;,Sichuan,operating,30.0,methanol,,natural gas,28.772973, 105.370155,https://gem.wiki/Sichuan_Lutianhua_Luzhou_Methanol_Plant,"Sichuan, China",30.0,30.0,approximate,"28.772973, 105.370155",['China'],exact,CHN,Luzhou,Sichuan Lutianhua Luzhou Methanol Plant,,,E100002018331 [100%],Sichuan Lutianhua Co Ltd [100%],四川泸天化绿源醇业有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140431,Sinopec SABIC Tianjin Petrochemical Plant,中沙(天津)石化有限公司 (Chinese),SINOPEC/SABIC Tianjin Petrochemical Company Limited [100%],China;,Tianjin,operating,30.0,ethylene,,,38.821557, 117.415432,https://gem.wiki/Sinopec_SABIC_Tianjin_Petrochemical_Plant,"Tianjin, China",30.0,30.0,exact,"38.821557, 117.415432",['China'],,CHN,Binhai,Sinopec SABIC Tianjin Petrochemical Plant,,,E100002018258 [100%],SINOPEC/SABIC Tianjin Petrochemical Company Limited [100%],中沙(天津)石化有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0046,operating,GChI,GChI,n/a
chemicals,P100000140432,Tianjin Bohai Petrochemical Propane Dehydrogenation Plant,渤海石化60万吨丙烷脱氢制丙烯生产 (Chinese),Tianjin Bohai Chemical Industry Group Co Ltd [100%],China;,Tianjin,operating,30.0,propylene,acetone; acrylonitrile; butyloctanol; polypropylene; propylene oxide,methane,38.944126, 117.723971,https://gem.wiki/Tianjin_Bohai_Petrochemical_Propane_Dehydrogenation_Plant,"Tianjin, China",30.0,30.0,exact,"38.944126, 117.723971",['China'],exact,CHN,Lingang,Tianjin Bohai Petrochemical Propane Dehydrogenation Plant,,,E100002018378 [100%],Tianjin Bohai Chemical Industry Group Co Ltd [100%],天津渤海化工集团有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140433,Jinhong Gas Tianjin Ammonia Plant,金宏气体（天津）有限公司 (Chinese),Jinhong Gas Co [100%],China;,Tianjin,operating,30.0,ammonia,,,38.983003, 117.200930,https://gem.wiki/Jinhong_Gas_Tianjin_Ammonia_Plant,"Tianjin, China",30.0,30.0,approximate,"38.983003, 117.200930",['China'],,CHN,Tianjin,Jinhong Gas Tianjin Ammonia Plant,,,E100002018090 [100%],Jinhong Gas Co [100%],金宏气体有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140434,Tianjin Sheng Xin Chemical Plant,天津市晟鑫化工有限公司 (Chinese),Tianjin Sheng Xin Chemical Co [100%],China;,Tianjin,operating,30.0,benzene; toluene; xylene,,,38.845584, 117.395157,https://gem.wiki/Tianjin_Sheng_Xin_Chemical_Plant,"Tianjin, China",30.0,30.0,exact,"38.845584, 117.395157",['China'],,CHN,Tianjin,Tianjin Sheng Xin Chemical Plant,,,E100002018380 [100%],Tianjin Sheng Xin Chemical Co [100%],天津市晟鑫化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140435,Tianjin Dechuan Petrochemical Plant,天津得川石化有限公司 (Chinese),Tianjin Dechuan Petrochemical Co Ltd [100%],China;,Tianjin,operating,30.0,benzene; toluene; xylene,,naphtha,38.683230, 117.597535,https://gem.wiki/Tianjin_Dechuan_Petrochemical_Plant,"Tianjin, China",30.0,30.0,exact,"38.683230, 117.597535",['China'],exact,CHN,Tianjin,Tianjin Dechuan Petrochemical Plant,,,E100002018379 [100%],Tianjin Dechuan Petrochemical Co Ltd [100%],天津得川石化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140436,Sinopec Tianjin Chemical Plant,中国石油化工股份有限公司天津化工厂 (Chinese),Sinopec Tianjin Company [100%],China;,Tianjin,operating,30.0,xylene,,crude oil,39.147867, 117.209722,https://gem.wiki/Sinopec_Tianjin_Chemical_Plant,"Tianjin, China",30.0,30.0,exact,"39.147867, 117.209722",['China'],exact,CHN,Tianjin,Sinopec Tianjin Chemical Plant,,,E100002018355 [100%],Sinopec Tianjin Company [100%],中国石油化工股份有限公司天津分公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140437,Sinopec Nova Xinjiang Green Hydrogen Plant,中国石化新疆库车绿氢示范项目 (Chinese),Sinopec Nova Xinjiang Green Hydrogen New Energy Co [100%],China;,Xinjiang,operating,30.0,ammonia; methanol,,carbon dioxide; green hydrogen,41.743790, 83.036065,https://gem.wiki/Sinopec_Nova_Xinjiang_Green_Hydrogen_Plant,"Xinjiang, China",30.0,30.0,approximate,"41.743790, 83.036065",['China'],exact,CHN,Aksu,Sinopec Nova Xinjiang Green Hydrogen Plant,,,E100002018350 [100%],Sinopec Nova Xinjiang Green Hydrogen New Energy Co [100%],中石化新星新疆绿氢新能源有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140438,Aufu Technology Xinjiang Ammonia Plant,新疆奥福化工有限公司 (Chinese),Aufu Technology Co [100%],China;,Xinjiang,operating,30.0,ammonia,urea,natural gas,41.718379, 83.016492,https://gem.wiki/Aufu_Technology_Xinjiang_Ammonia_Plant,"Xinjiang, China",30.0,30.0,approximate,"41.718379, 83.016492",['China'],exact,CHN,Aksu,Aufu Technology Xinjiang Ammonia Plant,,,E100002017875 [100%],Aufu Technology Co [100%],奥福科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140439,Liaoning Huajin Chemical Plant,辽宁华锦化工（集团）有限责任公司 新疆基地 (Chinese),Liaoning Huajin Chemical Group Co Ltd,China;,Xinjiang,operating,30.0,ammonia,urea,,41.092731, 80.161296,https://gem.wiki/Liaoning_Huajin_Chemical_Plant,"Xinjiang, China",30.0,30.0,approximate,"41.092731, 80.161296",['China'],,CHN,Aksu,Liaoning Huajin Chemical Plant,,,E100002018127,Liaoning Huajin Chemical Group Co Ltd,辽宁华锦化工（集团）有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140440,Sinopec Tahe Refining and Chemical Plant,顺北原油蒸汽裂解百万吨级乙烯项目 (Chinese),Sinopec Tahe Refining & Chemical Co [100%],China;,Xinjiang,operating,30.0,ethylene,,crude oil,41.727811, 83.029143,https://gem.wiki/Sinopec_Tahe_Refining_and_Chemical_Plant,"Xinjiang, China",30.0,30.0,approximate,"41.727811, 83.029143",['China'],assumed,CHN,Aksu,Sinopec Tahe Refining and Chemical Plant,,,E100002018353 [100%],Sinopec Tahe Refining & Chemical Co [100%],中国石化塔河炼化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140442,Bai Cheng County Zhongtai Coke Chemical Company Methanol Plant,拜城县众泰煤焦化有限公司 (Chinese),Bai Cheng County Zhongtai Coke Chemical Co Ltd [100%],China;,Xinjiang,operating,30.0,methanol,,coke oven gas,41.772387, 81.805186,https://gem.wiki/Bai_Cheng_County_Zhongtai_Coke_Chemical_Company_Methanol_Plant,"Xinjiang, China",30.0,30.0,approximate,"41.772387, 81.805186",['China'],exact,CHN,Aksu,Bai Cheng County Zhongtai Coke Chemical Company Methanol Plant,,,E100002017889 [100%],Bai Cheng County Zhongtai Coke Chemical Co Ltd [100%],拜城县众泰煤焦化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140443,Sinopec Tarim Tahe Refining and Chemical Plant,中国石化塔河炼化有限责任公司（简称塔河炼化） (Chinese),Sinopec Tarim Tahe Refining & Chemical Co Ltd [100%],China;,Xinjiang,operating,30.0,xylene,,crude oil,41.717549, 83.040968,https://gem.wiki/Sinopec_Tarim_Tahe_Refining_and_Chemical_Plant,"Xinjiang, China",30.0,30.0,exact,"41.717549, 83.040968",['China'],exact,CHN,Aksu,Sinopec Tarim Tahe Refining and Chemical Plant,,,E100002018354 [100%],Sinopec Tarim Tahe Refining & Chemical Co Ltd [100%],中国石化塔河炼化有限责任公司（简称塔河炼化） (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140445,Xinjiang Xinlianxin Energy Ammonia Plant,新疆心连心能源化工有限公司 (Chinese),Xinjiang Xinlianxin Energy Chemical Co Ltd [100%],China;,Xinjiang,operating,30.0,ammonia,fertilizer (unknown type); melamine; sodium nitrate,coal,44.207157, 86.407629,https://gem.wiki/Xinjiang_Xinlianxin_Energy_Ammonia_Plant,"Xinjiang, China",30.0,30.0,approximate,"44.207157, 86.407629",['China'],exact,CHN,Changji,Xinjiang Xinlianxin Energy Ammonia Plant,,,E100000128095 [100%],Xinjiang Xinlianxin Energy Chemical Co Ltd [100%],新疆心连心能源化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140446,Hubei Yihua Group Ammonia Plant,湖北宜化集团 (Chinese),Hubei Yihua Group [100%],China;,Xinjiang,operating,30.0,ammonia,ammonium phosphate; caustic soda; pentaerythritol; polyvinyl chloride (PVC); urea,coal,44.082447, 87.120891,https://gem.wiki/Hubei_Yihua_Group_Ammonia_Plant,"Xinjiang, China",30.0,30.0,exact,"44.082447, 87.120891",['China'],exact,CHN,Changji,Hubei Yihua Group Ammonia Plant,,,E100000125346 [100%],Hubei Yihua Group [100%],湖北宜化集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140447,Xinjiang Guotai Xinhua Coal-to-Methanol Plant,新疆国泰新华化工有限责任公司 (Chinese),Xinjiang Guotai Xinhua Chemical Co Ltd [100%],China;,Xinjiang,operating,30.0,methanol,,coal,44.151996, 87.904727,https://gem.wiki/Xinjiang_Guotai_Xinhua_Coal-to-Methanol_Plant,"Xinjiang, China",30.0,30.0,approximate,"44.151996, 87.904727",['China'],exact,CHN,Changji,Xinjiang Guotai Xinhua Coal-to-Methanol Plant,,,E100002018403 [100%],Xinjiang Guotai Xinhua Chemical Co Ltd [100%],新疆国泰新华化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140448,Xinxing Huier Hami Ammonia Plant,新星惠尔绿色科技有限公司 (Chinese),Xinxing Hui'er Green Technology Co Ltd [100%],China;,Xinjiang,operating,30.0,ammonia,,coal,43.776315, 94.923642,https://gem.wiki/Xinxing_Huier_Hami_Ammonia_Plant,"Xinjiang, China",30.0,30.0,approximate,"43.776315, 94.923642",['China'],exact,CHN,Hami,Xinxing Huier Hami Ammonia Plant,,,E100002007592 [100%],Xinxing Hui'er Green Technology Co Ltd [100%],新星惠尔绿色科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140449,Xinjiang Guanghui Coal Refinery,新疆广汇煤炭清洁炼化有限责任公司 (Chinese),Xinjiang Guanghui Coal Clean Refining Co Ltd [100%],China;,Xinjiang,operating,30.0,aromatics (unknown type),,coal,43.692439, 95.002078,https://gem.wiki/Xinjiang_Guanghui_Coal_Refinery,"Xinjiang, China",30.0,30.0,exact,"43.692439, 95.002078",['China'],exact,CHN,Hami,Xinjiang Guanghui Coal Refinery,,,E100002018402 [100%],Xinjiang Guanghui Coal Clean Refining Co Ltd [100%],新疆广汇煤炭清洁炼化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140451,Dushanzi Petrochemical Company Karamay Chemical Plant,独山子石化公司塔里木二期乙烯项目 (Chinese),Dushanzi Petrochemical Company [100%],China;,Xinjiang,operating,30.0,ethylene; propylene; butadiene; aromatics (unknown type),1-butene; methyl tert-butyl ether (MTBE),ethane,44.360963, 84.862596,https://gem.wiki/Dushanzi_Petrochemical_Company_Karamay_Chemical_Plant,"Xinjiang, China",30.0,30.0,exact,"44.360963, 84.862596",['China'],exact,CHN,Karamay,Dushanzi Petrochemical Company Karamay Chemical Plant,,,E100000125484 [100%],Dushanzi Petrochemical Company [100%],独山子石化公司 (Chinese),Asia Pacific,30.0,GEPDCHN0049,operating,GChI,GChI,n/a
