sector,subsector,source_id,source_name,source_type,year,lat,lon,gas,emissions_tco2,activity_sum,activity_units,capacity,capacity_units,rows
power,electricity-generation,452288,Huadian Longyou Thermal power station,"gas, other_fossil",2022,29.1028,119.223,co2,500340.0,845930.0,MWh,400,MW,12
power,electricity-generation,452288,Huadian Longyou Thermal power station,"gas, other_fossil",2023,29.1028,119.223,co2,502770.0,830100.0,MWh,400,MW,12
power,electricity-generation,452288,Huadian Longyou Thermal power station,"gas, other_fossil",2024,29.1028,119.223,co2,506440.0,800300.0,MWh,400,MW,12
power,electricity-generation,452288,Huadian Longyou Thermal power station,"gas, other_fossil",2025,29.1028,119.223,co2,497610.0,784890.0,MWh,400,MW,12
power,electricity-generation,452288,Huadian Longyou Thermal power station,"gas, other_fossil",2026,29.1028,119.223,co2,60430.0,98379.99999999999,MWh,400,MW,1
power,electricity-generation,25457309,Huadian Nanning Jiangnan Distributed Gas power station,gas,2021,22.7995,108.239,co2,106766.0,329010.0,MWh,120,MW,12
power,electricity-generation,25457309,Huadian Nanning Jiangnan Distributed Gas power station,gas,2022,22.7995,108.239,co2,91076.0,280670.0,MWh,120,MW,12
power,electricity-generation,25457309,Huadian Nanning Jiangnan Distributed Gas power station,gas,2023,22.7995,108.239,co2,91416.0,281700.0,MWh,120,MW,12
power,electricity-generation,25457309,Huadian Nanning Jiangnan Distributed Gas power station,gas,2024,22.7995,108.239,co2,87234.0,268820.0,MWh,120,MW,12
power,electricity-generation,25457309,Huadian Nanning Jiangnan Distributed Gas power station,gas,2025,22.7995,108.239,co2,86981.0,268040.0,MWh,120,MW,12
power,electricity-generation,25457309,Huadian Nanning Jiangnan Distributed Gas power station,gas,2026,22.7995,108.239,co2,7954.0,24510.0,MWh,120,MW,1
power,electricity-generation,452424,Huadian Pingshan Distributed Gas power station,"gas, other_fossil",2021,22.7277,114.3963,co2,594930.0,1039410.0,MWh,380,MW,12
power,electricity-generation,452424,Huadian Pingshan Distributed Gas power station,"gas, other_fossil",2022,22.7277,114.3963,co2,627330.0,1006480.0,MWh,380,MW,12
power,electricity-generation,452424,Huadian Pingshan Distributed Gas power station,"gas, other_fossil",2023,22.7277,114.3963,co2,680740.0,1061320.0,MWh,380,MW,12
power,electricity-generation,452424,Huadian Pingshan Distributed Gas power station,"gas, other_fossil",2024,22.7277,114.3963,co2,750080.0,1113290.0,MWh,380,MW,12
power,electricity-generation,452424,Huadian Pingshan Distributed Gas power station,"gas, other_fossil",2025,22.7277,114.3963,co2,747900.0,1110070.0,MWh,380,MW,12
power,electricity-generation,452424,Huadian Pingshan Distributed Gas power station,"gas, other_fossil",2026,22.7277,114.3963,co2,68390.0,101499.99999999999,MWh,380,MW,1
power,electricity-generation,25457310,Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,gas,2021,24.3238,113.3974,co2,818510.0,2522400.0,MWh,920,MW,12
power,electricity-generation,25457310,Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,gas,2022,24.3238,113.3974,co2,698230.0,2151800.0,MWh,920,MW,12
power,electricity-generation,25457310,Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,gas,2023,24.3238,113.3974,co2,700840.0,2159700.0,MWh,920,MW,12
power,electricity-generation,25457310,Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,gas,2024,24.3238,113.3974,co2,668790.0,2061000.0,MWh,920,MW,12
power,electricity-generation,25457310,Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,gas,2025,24.3238,113.3974,co2,666850.0,2055000.0,MWh,920,MW,12
power,electricity-generation,25457310,Huadian Qingyuan Economic Cooperation Zone Gas-fired Thermal power station,gas,2026,24.3238,113.3974,co2,60980.0,187900.0,MWh,920,MW,1
power,electricity-generation,8507,Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,gas,2021,24.2622,113.7161,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,8507,Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,gas,2022,24.2622,113.7161,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,8507,Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,gas,2023,24.2622,113.7161,co2,220900.0,586900.0,MWh,250,MW,12
power,electricity-generation,8507,Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,gas,2024,24.2622,113.7161,co2,210810.0,560050.0,MWh,250,MW,12
power,electricity-generation,8507,Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,gas,2025,24.2622,113.7161,co2,210200.0,558430.0,MWh,250,MW,12
power,electricity-generation,8507,Huadian Qingyuan Huaqiao Industrial Park Distributed Gas power station,gas,2026,24.2622,113.7161,co2,19220.0,51070.0,MWh,250,MW,1
power,electricity-generation,451427,Huadian Qishuyan Gas power station,"gas, other_fossil",2021,31.736,120.0369,co2,1795100.0,4962300.0,MWh,2170,MW,12
power,electricity-generation,451427,Huadian Qishuyan Gas power station,"gas, other_fossil",2022,31.736,120.0369,co2,1824100.0,4951900.0,MWh,2170,MW,12
power,electricity-generation,451427,Huadian Qishuyan Gas power station,"gas, other_fossil",2023,31.736,120.0369,co2,1918500.0,5173800.0,MWh,2170,MW,12
power,electricity-generation,451427,Huadian Qishuyan Gas power station,"gas, other_fossil",2024,31.736,120.0369,co2,1803900.0,4786800.0,MWh,2170,MW,12
power,electricity-generation,451427,Huadian Qishuyan Gas power station,"gas, other_fossil",2025,31.736,120.0369,co2,1665730.0,4405900.0,MWh,2170,MW,12
power,electricity-generation,451427,Huadian Qishuyan Gas power station,"gas, other_fossil",2026,31.736,120.0369,co2,154700.0,409400.00000000006,MWh,2170,MW,1
power,electricity-generation,25457311,Huadian Sanshui Distributed Gas power station,gas,2021,23.2594,112.991,co2,104986.0,323530.0,MWh,118,MW,12
power,electricity-generation,25457311,Huadian Sanshui Distributed Gas power station,gas,2022,23.2594,112.991,co2,89558.0,276010.0,MWh,118,MW,12
power,electricity-generation,25457311,Huadian Sanshui Distributed Gas power station,gas,2023,23.2594,112.991,co2,89893.0,277020.0,MWh,118,MW,12
power,electricity-generation,25457311,Huadian Sanshui Distributed Gas power station,gas,2024,23.2594,112.991,co2,85781.0,264350.0,MWh,118,MW,12
power,electricity-generation,25457311,Huadian Sanshui Distributed Gas power station,gas,2025,23.2594,112.991,co2,85532.0,263590.0,MWh,118,MW,12
power,electricity-generation,25457311,Huadian Sanshui Distributed Gas power station,gas,2026,23.2594,112.991,co2,7822.0,24100.0,MWh,118,MW,1
power,electricity-generation,451679,Huadian Shanghai Fengxian Gas power station,gas,2021,30.9763,121.4959,co2,1459200.0,4496500.0,MWh,1640,MW,12
power,electricity-generation,451679,Huadian Shanghai Fengxian Gas power station,gas,2022,30.9763,121.4959,co2,1244580.0,3835600.0,MWh,1640,MW,12
power,electricity-generation,451679,Huadian Shanghai Fengxian Gas power station,gas,2023,30.9763,121.4959,co2,1249550.0,3850100.0,MWh,1640,MW,12
power,electricity-generation,451679,Huadian Shanghai Fengxian Gas power station,gas,2024,30.9763,121.4959,co2,1192250.0,3673900.0,MWh,1640,MW,12
power,electricity-generation,451679,Huadian Shanghai Fengxian Gas power station,gas,2025,30.9763,121.4959,co2,1188770.0,3663300.0,MWh,1640,MW,12
power,electricity-generation,451679,Huadian Shanghai Fengxian Gas power station,gas,2026,30.9763,121.4959,co2,108700.0,335000.0,MWh,1640,MW,1
power,electricity-generation,453146,Huadian Shijiazhuang Thermal power station,gas,2021,38.0621,114.5238,co2,822080.0,2533300.0,MWh,924,MW,12
power,electricity-generation,453146,Huadian Shijiazhuang Thermal power station,gas,2022,38.0621,114.5238,co2,701270.0,2161000.0,MWh,924,MW,12
power,electricity-generation,453146,Huadian Shijiazhuang Thermal power station,gas,2023,38.0621,114.5238,co2,703890.0,2169200.0,MWh,924,MW,12
power,electricity-generation,453146,Huadian Shijiazhuang Thermal power station,gas,2024,38.0621,114.5238,co2,671700.0,2069900.0,MWh,924,MW,12
power,electricity-generation,453146,Huadian Shijiazhuang Thermal power station,gas,2025,38.0621,114.5238,co2,669750.0,2063900.0,MWh,924,MW,12
power,electricity-generation,453146,Huadian Shijiazhuang Thermal power station,gas,2026,38.0621,114.5238,co2,61250.0,188700.0,MWh,924,MW,1
power,electricity-generation,25455490,Huadian Shuozhou power station,coal,2021,39.358,112.4835,co2,2953600.0,3291200.0,MWh,700,MW,12
power,electricity-generation,25455490,Huadian Shuozhou power station,coal,2022,39.358,112.4835,co2,2913600.0,3247000.0,MWh,700,MW,12
power,electricity-generation,25455490,Huadian Shuozhou power station,coal,2023,39.358,112.4835,co2,2922100.0,3256000.0,MWh,700,MW,12
power,electricity-generation,25455490,Huadian Shuozhou power station,coal,2024,39.358,112.4835,co2,2946500.0,3283300.0,MWh,700,MW,12
power,electricity-generation,25455490,Huadian Shuozhou power station,coal,2025,39.358,112.4835,co2,2729800.0,3042000.0,MWh,700,MW,12
power,electricity-generation,25455490,Huadian Shuozhou power station,coal,2026,39.358,112.4835,co2,261900.00000000003,291800.0,MWh,700,MW,1
power,electricity-generation,452475,Huadian Tianjin Beichen Distributed Gas power station,gas,2021,39.3006,117.1905,co2,106766.0,329010.0,MWh,120,MW,12
power,electricity-generation,452475,Huadian Tianjin Beichen Distributed Gas power station,gas,2022,39.3006,117.1905,co2,91076.0,280670.0,MWh,120,MW,12
power,electricity-generation,452475,Huadian Tianjin Beichen Distributed Gas power station,gas,2023,39.3006,117.1905,co2,91416.0,281700.0,MWh,120,MW,12
power,electricity-generation,452475,Huadian Tianjin Beichen Distributed Gas power station,gas,2024,39.3006,117.1905,co2,87234.0,268820.0,MWh,120,MW,12
power,electricity-generation,452475,Huadian Tianjin Beichen Distributed Gas power station,gas,2025,39.3006,117.1905,co2,86981.0,268040.0,MWh,120,MW,12
power,electricity-generation,452475,Huadian Tianjin Beichen Distributed Gas power station,gas,2026,39.3006,117.1905,co2,7954.0,24510.0,MWh,120,MW,1
power,electricity-generation,25457312,Huadian Tianjin Fuyuan Thermal power station,gas,2021,39.4346,116.9839,co2,355880.0,1096690.0,MWh,400,MW,12
power,electricity-generation,25457312,Huadian Tianjin Fuyuan Thermal power station,gas,2022,39.4346,116.9839,co2,303570.0,935530.0,MWh,400,MW,12
power,electricity-generation,25457312,Huadian Tianjin Fuyuan Thermal power station,gas,2023,39.4346,116.9839,co2,304720.0,939020.0,MWh,400,MW,12
power,electricity-generation,25457312,Huadian Tianjin Fuyuan Thermal power station,gas,2024,39.4346,116.9839,co2,290780.0,896080.0,MWh,400,MW,12
power,electricity-generation,25457312,Huadian Tianjin Fuyuan Thermal power station,gas,2025,39.4346,116.9839,co2,289940.0,893490.0,MWh,400,MW,12
power,electricity-generation,25457312,Huadian Tianjin Fuyuan Thermal power station,gas,2026,39.4346,116.9839,co2,26509.999999999996,81710.0,MWh,400,MW,1
power,electricity-generation,452282,Huadian Tianjin Nanjiang Thermal power station,"gas, other_fossil",2021,38.9585,117.5761,co2,1350900.0,2462100.0,MWh,900,MW,12
power,electricity-generation,452282,Huadian Tianjin Nanjiang Thermal power station,"gas, other_fossil",2022,38.9585,117.5761,co2,1409300.0,2357200.0,MWh,900,MW,12
power,electricity-generation,452282,Huadian Tianjin Nanjiang Thermal power station,"gas, other_fossil",2023,38.9585,117.5761,co2,1524000.0,2475400.0,MWh,900,MW,12
power,electricity-generation,452282,Huadian Tianjin Nanjiang Thermal power station,"gas, other_fossil",2024,38.9585,117.5761,co2,1669500.0,2577600.0,MWh,900,MW,12
power,electricity-generation,452282,Huadian Tianjin Nanjiang Thermal power station,"gas, other_fossil",2025,38.9585,117.5761,co2,1664700.0,2570100.0,MWh,900,MW,12
power,electricity-generation,452282,Huadian Tianjin Nanjiang Thermal power station,"gas, other_fossil",2026,38.9585,117.5761,co2,152200.0,235000.0,MWh,900,MW,1
power,electricity-generation,41632674,Huadian Turpan power station,coal,2021,42.7306,88.617,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,41632674,Huadian Turpan power station,coal,2022,42.7306,88.617,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,41632674,Huadian Turpan power station,coal,2023,42.7306,88.617,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,41632674,Huadian Turpan power station,coal,2024,42.7306,88.617,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,41632674,Huadian Turpan power station,coal,2025,42.7306,88.617,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,41632674,Huadian Turpan power station,coal,2026,42.7306,88.617,co2,0.0,0.0,MWh,0,MW,1
power,electricity-generation,1753071,Huadian Urumqi power station,coal,2021,43.9011,87.6975,co2,2788200.0,3106900.0,MWh,660,MW,12
power,electricity-generation,1753071,Huadian Urumqi power station,coal,2022,43.9011,87.6975,co2,2786500.0,3105100.0,MWh,660,MW,12
power,electricity-generation,1753071,Huadian Urumqi power station,coal,2023,43.9011,87.6975,co2,2718000.0,3028900.0,MWh,660,MW,12
power,electricity-generation,1753071,Huadian Urumqi power station,coal,2024,43.9011,87.6975,co2,2690400.0,2998000.0,MWh,660,MW,12
power,electricity-generation,1753071,Huadian Urumqi power station,coal,2025,43.9011,87.6975,co2,2639200.0,2941000.0,MWh,660,MW,12
power,electricity-generation,1753071,Huadian Urumqi power station,coal,2026,43.9011,87.6975,co2,277600.0,309300.0,MWh,660,MW,1
power,electricity-generation,25452024,Huadian Weifang power station,coal,2021,36.6656,119.2632,co2,7887700.0,8789600.0,MWh,2000,MW,12
power,electricity-generation,25452024,Huadian Weifang power station,coal,2022,36.6656,119.2632,co2,7837000.0,8733100.0,MWh,2000,MW,12
power,electricity-generation,25452024,Huadian Weifang power station,coal,2023,36.6656,119.2632,co2,7834100.0,8729700.0,MWh,2000,MW,12
power,electricity-generation,25452024,Huadian Weifang power station,coal,2024,36.6656,119.2632,co2,7882900.0,8784000.0,MWh,2000,MW,12
power,electricity-generation,25452024,Huadian Weifang power station,coal,2025,36.6656,119.2632,co2,7344600.0,8184500.0,MWh,2000,MW,12
power,electricity-generation,25452024,Huadian Weifang power station,coal,2026,36.6656,119.2632,co2,667500.0,743800.0,MWh,2000,MW,1
power,electricity-generation,450757,Huadian Wuchang Gas Thermal power station,"gas, coal",2021,30.5798,114.3121,co2,329180.0,1014480.0,MWh,370,MW,12
power,electricity-generation,450757,Huadian Wuchang Gas Thermal power station,"gas, coal",2022,30.5798,114.3121,co2,280800.0,865360.0,MWh,370,MW,12
power,electricity-generation,450757,Huadian Wuchang Gas Thermal power station,"gas, coal",2023,30.5798,114.3121,co2,281880.0,868580.0,MWh,370,MW,12
power,electricity-generation,450757,Huadian Wuchang Gas Thermal power station,"gas, coal",2024,30.5798,114.3121,co2,268980.0,828890.0,MWh,370,MW,12
power,electricity-generation,450757,Huadian Wuchang Gas Thermal power station,"gas, coal",2025,30.5798,114.3121,co2,268200.0,826490.0,MWh,370,MW,12
power,electricity-generation,450757,Huadian Wuchang Gas Thermal power station,"gas, coal",2026,30.5798,114.3121,co2,24530.0,75580.0,MWh,370,MW,1
power,electricity-generation,25454538,Huadian Wuda power station,coal,2021,39.4798,106.7344,co2,1353600.0,1508300.0,MWh,300,MW,12
power,electricity-generation,42302205,Huadian Wuda power station,coal,2021,39.4794,106.7344,co2,505350.0,563140.0,MWh,112,MW,12
power,electricity-generation,25454538,Huadian Wuda power station,coal,2022,39.4798,106.7344,co2,1313450.0,1463800.0,MWh,300,MW,12
power,electricity-generation,42302205,Huadian Wuda power station,coal,2022,39.4794,106.7344,co2,490380.0,546450.0,MWh,112,MW,12
power,electricity-generation,25454538,Huadian Wuda power station,coal,2023,39.4798,106.7344,co2,1353600.0,1508300.0,MWh,300,MW,12
power,electricity-generation,42302205,Huadian Wuda power station,coal,2023,39.4794,106.7344,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,25454538,Huadian Wuda power station,coal,2024,39.4798,106.7344,co2,1352800.0,1507600.0,MWh,300,MW,12
power,electricity-generation,42302205,Huadian Wuda power station,coal,2024,39.4794,106.7344,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,25454538,Huadian Wuda power station,coal,2025,39.4798,106.7344,co2,1348900.0,1503200.0,MWh,300,MW,12
power,electricity-generation,42302205,Huadian Wuda power station,coal,2025,39.4794,106.7344,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,25454538,Huadian Wuda power station,coal,2026,39.4798,106.7344,co2,123400.0,137500.0,MWh,300,MW,1
power,electricity-generation,42302205,Huadian Wuda power station,coal,2026,39.4794,106.7344,co2,0.0,0.0,MWh,0,MW,1
power,electricity-generation,25457313,Huadian Wujiang Gas power station,gas,2021,30.974,120.6288,co2,320300.0,987030.0,MWh,360,MW,12
power,electricity-generation,25457313,Huadian Wujiang Gas power station,gas,2022,30.974,120.6288,co2,273240.0,841980.0,MWh,360,MW,12
power,electricity-generation,25457313,Huadian Wujiang Gas power station,gas,2023,30.974,120.6288,co2,274240.0,845130.0,MWh,360,MW,12
power,electricity-generation,25457313,Huadian Wujiang Gas power station,gas,2024,30.974,120.6288,co2,261690.0,806470.0,MWh,360,MW,12
power,electricity-generation,25457313,Huadian Wujiang Gas power station,gas,2025,30.974,120.6288,co2,260930.0,804140.0,MWh,360,MW,12
power,electricity-generation,25457313,Huadian Wujiang Gas power station,gas,2026,30.974,120.6288,co2,23860.0,73540.0,MWh,360,MW,1
power,electricity-generation,453005,Huadian Xiangyang Fancheng Gas Thermal power station,"gas, other_fossil",2021,32.0758,112.086,co2,372980.0,673020.0,MWh,246,MW,12
power,electricity-generation,453005,Huadian Xiangyang Fancheng Gas Thermal power station,"gas, other_fossil",2022,32.0758,112.086,co2,390050.0,645990.0,MWh,246,MW,12
power,electricity-generation,453005,Huadian Xiangyang Fancheng Gas Thermal power station,"gas, other_fossil",2023,32.0758,112.086,co2,422180.0,679050.0,MWh,246,MW,12
power,electricity-generation,453005,Huadian Xiangyang Fancheng Gas Thermal power station,"gas, other_fossil",2024,32.0758,112.086,co2,463130.0,708270.0,MWh,246,MW,12
power,electricity-generation,453005,Huadian Xiangyang Fancheng Gas Thermal power station,"gas, other_fossil",2025,32.0758,112.086,co2,461790.0,706220.0,MWh,246,MW,12
power,electricity-generation,453005,Huadian Xiangyang Fancheng Gas Thermal power station,"gas, other_fossil",2026,32.0758,112.086,co2,42230.0,64580.0,MWh,246,MW,1
power,electricity-generation,25450373,Huadian Xiangyang power station,coal,2021,31.9118,112.1669,co2,10110300.0,11266500.0,MWh,2600,MW,12
power,electricity-generation,25450373,Huadian Xiangyang power station,coal,2022,31.9118,112.1669,co2,10137700.0,11296700.0,MWh,2600,MW,12
power,electricity-generation,25450373,Huadian Xiangyang power station,coal,2023,31.9118,112.1669,co2,9595900.0,10693100.0,MWh,2600,MW,12
power,electricity-generation,25450373,Huadian Xiangyang power station,coal,2024,31.9118,112.1669,co2,9376400.0,10449000.0,MWh,2600,MW,12
power,electricity-generation,25450373,Huadian Xiangyang power station,coal,2025,31.9118,112.1669,co2,9319600.0,10385100.0,MWh,2600,MW,12
power,electricity-generation,25450373,Huadian Xiangyang power station,coal,2026,31.9118,112.1669,co2,895400.0000000001,997800.0,MWh,2600,MW,1
power,electricity-generation,40697320,Huadian Xiheishan power station,coal,2021,44.555,90.236,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,40697320,Huadian Xiheishan power station,coal,2022,44.555,90.236,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,40697320,Huadian Xiheishan power station,coal,2023,44.555,90.236,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,40697320,Huadian Xiheishan power station,coal,2024,44.555,90.236,co2,4560200.0,5081300.0,MWh,1320,MW,12
power,electricity-generation,40697320,Huadian Xiheishan power station,coal,2025,44.555,90.236,co2,5514900.0,6145700.0,MWh,1320,MW,12
power,electricity-generation,40697320,Huadian Xiheishan power station,coal,2026,44.555,90.236,co2,545100.0,607400.0,MWh,1320,MW,1
power,electricity-generation,25453460,Huadian Xisaishan power station,coal,2021,30.2031,115.1803,co2,7676400.0,8554000.0,MWh,2020,MW,12
power,electricity-generation,25453460,Huadian Xisaishan power station,coal,2022,30.2031,115.1803,co2,7447400.0,8298900.0,MWh,2020,MW,12
power,electricity-generation,25453460,Huadian Xisaishan power station,coal,2023,30.2031,115.1803,co2,7671600.0,8549000.0,MWh,2020,MW,12
power,electricity-generation,25453460,Huadian Xisaishan power station,coal,2024,30.2031,115.1803,co2,7698000.0,8578000.0,MWh,2020,MW,12
power,electricity-generation,25453460,Huadian Xisaishan power station,coal,2025,30.2031,115.1803,co2,7588800.0,8456600.0,MWh,2020,MW,12
power,electricity-generation,25453460,Huadian Xisaishan power station,coal,2026,30.2031,115.1803,co2,719300.0,801500.0,MWh,2020,MW,1
power,electricity-generation,453160,Huadian Yangzhou Gas power station,gas,2021,32.43,119.4759,co2,845230.0,2604600.0,MWh,950,MW,12
power,electricity-generation,453160,Huadian Yangzhou Gas power station,gas,2022,32.43,119.4759,co2,721020.0,2221900.0,MWh,950,MW,12
power,electricity-generation,453160,Huadian Yangzhou Gas power station,gas,2023,32.43,119.4759,co2,723700.0,2230400.0,MWh,950,MW,12
power,electricity-generation,453160,Huadian Yangzhou Gas power station,gas,2024,32.43,119.4759,co2,690600.0,2128000.0,MWh,950,MW,12
power,electricity-generation,453160,Huadian Yangzhou Gas power station,gas,2025,32.43,119.4759,co2,688600.0,2121900.0,MWh,950,MW,12
power,electricity-generation,453160,Huadian Yangzhou Gas power station,gas,2026,32.43,119.4759,co2,62970.0,194100.0,MWh,950,MW,1
power,electricity-generation,452043,Huadian Yizheng Thermal power station,"gas, other_fossil",2021,32.2872,119.055,co2,1031870.0,1900720.0,MWh,754.5,MW,12
power,electricity-generation,452043,Huadian Yizheng Thermal power station,"gas, other_fossil",2022,32.2872,119.055,co2,739530.0,1274590.0,MWh,754.5,MW,12
power,electricity-generation,452043,Huadian Yizheng Thermal power station,"gas, other_fossil",2023,32.2872,119.055,co2,722490.0,1205300.0,MWh,754.5,MW,12
power,electricity-generation,452043,Huadian Yizheng Thermal power station,"gas, other_fossil",2024,32.2872,119.055,co2,921440.0,1503540.0,MWh,754.5,MW,12
power,electricity-generation,452043,Huadian Yizheng Thermal power station,"gas, other_fossil",2025,32.2872,119.055,co2,1045010.0,1731500.0,MWh,754.5,MW,12
power,electricity-generation,452043,Huadian Yizheng Thermal power station,"gas, other_fossil",2026,32.2872,119.055,co2,101800.0,169700.0,MWh,754.5,MW,1
power,electricity-generation,452937,Huadian Zengcheng Gas Thermal power station,"other_fossil, gas",2021,23.1685,113.6833,co2,2036100.0,3665900.0,MWh,1340,MW,12
power,electricity-generation,452937,Huadian Zengcheng Gas Thermal power station,"other_fossil, gas",2022,23.1685,113.6833,co2,2130600.0,3520800.0,MWh,1340,MW,12
power,electricity-generation,452937,Huadian Zengcheng Gas Thermal power station,"other_fossil, gas",2023,23.1685,113.6833,co2,2306300.0,3701900.0,MWh,1340,MW,12
power,electricity-generation,452937,Huadian Zengcheng Gas Thermal power station,"other_fossil, gas",2024,23.1685,113.6833,co2,2531000.0,3862700.0,MWh,1340,MW,12
power,electricity-generation,452937,Huadian Zengcheng Gas Thermal power station,"other_fossil, gas",2025,23.1685,113.6833,co2,2523600.0,3851500.0,MWh,1340,MW,12
power,electricity-generation,452937,Huadian Zengcheng Gas Thermal power station,"other_fossil, gas",2026,23.1685,113.6833,co2,230799.99999999997,352200.0,MWh,1340,MW,1
power,electricity-generation,25455982,Huadian Zhunger Dalu Waste Coal power station,coal,2021,40.0356,111.2856,co2,2479000.0,2762400.0,MWh,600,MW,12
power,electricity-generation,25455982,Huadian Zhunger Dalu Waste Coal power station,coal,2022,40.0356,111.2856,co2,2498500.0,2784400.0,MWh,600,MW,12
power,electricity-generation,25455982,Huadian Zhunger Dalu Waste Coal power station,coal,2023,40.0356,111.2856,co2,2444700.0,2724100.0,MWh,600,MW,12
power,electricity-generation,25455982,Huadian Zhunger Dalu Waste Coal power station,coal,2024,40.0356,111.2856,co2,2424300.0,2701600.0,MWh,600,MW,12
power,electricity-generation,25455982,Huadian Zhunger Dalu Waste Coal power station,coal,2025,40.0356,111.2856,co2,2308600.0,2572500.0,MWh,600,MW,12
power,electricity-generation,25455982,Huadian Zhunger Dalu Waste Coal power station,coal,2026,40.0356,111.2856,co2,227700.0,253799.99999999997,MWh,600,MW,1
power,electricity-generation,25453323,Huadian Zibo power station,coal,2021,36.7602,118.054,co2,3312400.0,3691300.0,MWh,950,MW,12
power,electricity-generation,25453323,Huadian Zibo power station,coal,2022,36.7602,118.054,co2,2986400.0,3327700.0,MWh,950,MW,12
power,electricity-generation,25453323,Huadian Zibo power station,coal,2023,36.7602,118.054,co2,3132000.0,3489900.0,MWh,950,MW,12
power,electricity-generation,25453323,Huadian Zibo power station,coal,2024,36.7602,118.054,co2,3119200.0,3476000.0,MWh,950,MW,12
power,electricity-generation,25453323,Huadian Zibo power station,coal,2025,36.7602,118.054,co2,2877100.0,3206400.0,MWh,950,MW,12
power,electricity-generation,25453323,Huadian Zibo power station,coal,2026,36.7602,118.054,co2,271900.0,303000.0,MWh,950,MW,1
power,electricity-generation,453145,Huadian Zizhuang Gas power station,gas,2021,31.0596,121.3579,co2,160140.0,493500.0,MWh,180,MW,12
power,electricity-generation,453145,Huadian Zizhuang Gas power station,gas,2022,31.0596,121.3579,co2,136610.0,420990.0,MWh,180,MW,12
power,electricity-generation,453145,Huadian Zizhuang Gas power station,gas,2023,31.0596,121.3579,co2,137110.0,422560.0,MWh,180,MW,12
power,electricity-generation,453145,Huadian Zizhuang Gas power station,gas,2024,31.0596,121.3579,co2,130860.0,403240.0,MWh,180,MW,12
power,electricity-generation,453145,Huadian Zizhuang Gas power station,gas,2025,31.0596,121.3579,co2,130490.0,402070.0,MWh,180,MW,12
power,electricity-generation,453145,Huadian Zizhuang Gas power station,gas,2026,31.0596,121.3579,co2,11930.0,36770.0,MWh,180,MW,1
power,electricity-generation,47814630,Huahai Energy Deqing Gas Thermal power station,gas,2021,23.1629,111.8157,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,47814630,Huahai Energy Deqing Gas Thermal power station,gas,2022,23.1629,111.8157,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,47814630,Huahai Energy Deqing Gas Thermal power station,gas,2023,23.1629,111.8157,co2,0.0,0.0,MWh,0,MW,12
power,electricity-generation,47814630,Huahai Energy Deqing Gas Thermal power station,gas,2024,23.1629,111.8157,co2,174470.0,537660.0,MWh,240,MW,12
power,electricity-generation,47814630,Huahai Energy Deqing Gas Thermal power station,gas,2025,23.1629,111.8157,co2,173960.0,536100.0,MWh,240,MW,12
power,electricity-generation,47814630,Huahai Energy Deqing Gas Thermal power station,gas,2026,23.1629,111.8157,co2,15910.0,49029.99999999999,MWh,240,MW,1
power,electricity-generation,25454532,Huai'an power station,coal,2021,40.6452,114.4052,co2,2978100.0,3318700.0,MWh,660,MW,12
power,electricity-generation,25454532,Huai'an power station,coal,2022,40.6452,114.4052,co2,2889800.0,3220100.0,MWh,660,MW,12
power,electricity-generation,25454532,Huai'an power station,coal,2023,40.6452,114.4052,co2,2978100.0,3318700.0,MWh,660,MW,12
power,electricity-generation,25454532,Huai'an power station,coal,2024,40.6452,114.4052,co2,2976000.0,3316600.0,MWh,660,MW,12
power,electricity-generation,25454532,Huai'an power station,coal,2025,40.6452,114.4052,co2,2967400.0,3307000.0,MWh,660,MW,12
power,electricity-generation,25454532,Huai'an power station,coal,2026,40.6452,114.4052,co2,271400.0,302400.0,MWh,660,MW,1
power,electricity-generation,25454494,Huaibei Guo'an power station,coal,2021,33.8679,116.8592,co2,2384300.0,2657100.0,MWh,640,MW,12
