source_dataset,id,pid,name,unit-name,noneng-name,owner,parent,areas,subnat,status,start-year,capacity,annual-co2-(million-tonnes-/-annum),lifetime-co2-(million-tonnes),capacity-factor,heat-rate-(btu-per-kwh),emission-factor-(kg-of-co2-per-tj),latitude,longitude,url,alternate-fuel,areas-subnat-sat-display,capacity-details,capacity-table,captive,captive-industry-use,captive-residential-use,china-capacity-payment-recipient,chp,cleaned-cap,coal-phaseout-year,coal-source,coal-type,combustion-technology,conversion-factor,conversion-to-(fuel),conversion-to-(gem-unit-id),count-of-semi,country-to-check,float-col-clean-lat,float-col-clean-lng,"local-area-(taluk,-county)",location,location-accuracy,"major-area-(prefecture,-district)",multi-country,name-search,net-zero-year,original-units,other-name,owner-gem-entity-id,owner-search,parent-gem-entity-id,parent-search,permit-date,permit-parsed,permits,planned-retirement,plant-age-(years),region,remaining-plant-lifetime-(years),retired-year,scaling-capacity,status-legend,subregion,tracker-acro,tracker-custom,tracker-display,tracker-legend,units-of-m,wiki-from-name
coal,G100000103285,L100000101624,Guodian Dahu power station,Unit 2,国电徐矿哈密煤电开发公司大南湖发电厂,Huadian Xinjiang Hami Coal Power Development Co Ltd [100%],China Huadian Corp Ltd [50.0%]; Xuzhou Coal Mining Group Corp [50.0%],China;,Xinjiang,operating,2016,660,2.6,68.1,0.54,8272,96100,42.320246,93.191405,https://www.gem.wiki/Guodian_Dahu_power_station,,"Xinjiang, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],42.320246,93.191405,Hami,Nanhu Town,exact,Hami,f,Guodian Dahu power station,2060,MW,,E100000123043 [100%],Huadian Xinjiang Hami Coal Power Development Co Ltd [100%],E100000000170 [50.0%]; E100000000298 [50.0%],China Huadian Corp Ltd [50.0%]; Xuzhou Coal Mining Group Corp [50.0%],9-Oct-13,"Year: 2013, Month: 10, Day: 9",9-Oct-13,,9,Asia,26,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Dahu_power_station
coal,G100000103299,L100000101327,Guodian Feixian power station,Phase III Unit 5,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],China;,Shandong,cancelled,,1000,0.0,0.0,0.0,8409,94600,35.3188721,117.905724,https://www.gem.wiki/Guodian_Feixian_power_station,,"Shandong, China",1000.0,1000.0,,,,,,1000.0,,,bituminous,supercritical,55.48,,,['China'],['China'],35.3188721,117.905724,Fei,Caoche Town,exact,Linyi,f,Guodian Feixian power station,2060,MW,,E100000122719 [100%],National Energy Feixian Power Generation Co Ltd [100%],E100000000188 [91.2%]; E100000000234 [5.5%]; E100000132388 [2.7%]; E100000124453 [0.6%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],,,,,0,Asia,0,,55480.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Feixian_power_station
coal,G100000103300,L100000101327,Guodian Feixian power station,Phase III Unit 6,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],China;,Shandong,cancelled,,1000,0.0,0.0,0.0,8409,94600,35.3188721,117.905724,https://www.gem.wiki/Guodian_Feixian_power_station,,"Shandong, China",1000.0,1000.0,,,,,,1000.0,,,bituminous,supercritical,55.48,,,['China'],['China'],35.3188721,117.905724,Fei,Caoche Town,exact,Linyi,f,Guodian Feixian power station,2060,MW,,E100000122719 [100%],National Energy Feixian Power Generation Co Ltd [100%],E100000000188 [91.2%]; E100000000234 [5.5%]; E100000132388 [2.7%]; E100000124453 [0.6%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],,,,,0,Asia,0,,55480.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Feixian_power_station
coal,G100000103297,L100000101327,Guodian Feixian power station,Phase II Unit 3,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],China;,Shandong,cancelled,,1000,0.0,0.0,0.0,8409,94600,35.3188721,117.905724,https://www.gem.wiki/Guodian_Feixian_power_station,,"Shandong, China",1000.0,1000.0,,,,,,1000.0,,,bituminous,supercritical,55.48,,,['China'],['China'],35.3188721,117.905724,Fei,Caoche Town,exact,Linyi,f,Guodian Feixian power station,2060,MW,,E100000122719 [100%],National Energy Feixian Power Generation Co Ltd [100%],E100000000188 [91.2%]; E100000000234 [5.5%]; E100000132388 [2.7%]; E100000124453 [0.6%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],,,,,0,Asia,0,,55480.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Feixian_power_station
coal,G100000103298,L100000101327,Guodian Feixian power station,Phase II Unit 4,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],China;,Shandong,cancelled,,1000,0.0,0.0,0.0,8409,94600,35.3188721,117.905724,https://www.gem.wiki/Guodian_Feixian_power_station,,"Shandong, China",1000.0,1000.0,,,,,,1000.0,,,bituminous,supercritical,55.48,,,['China'],['China'],35.3188721,117.905724,Fei,Caoche Town,exact,Linyi,f,Guodian Feixian power station,2060,MW,,E100000122719 [100%],National Energy Feixian Power Generation Co Ltd [100%],E100000000188 [91.2%]; E100000000234 [5.5%]; E100000132388 [2.7%]; E100000124453 [0.6%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],,,,,0,Asia,0,,55480.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Feixian_power_station
coal,G100000103295,L100000101327,Guodian Feixian power station,Phase I Unit 1,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],China;,Shandong,operating,2007,650,2.8,48.3,0.54,9250,94600,35.3188721,117.905724,https://www.gem.wiki/Guodian_Feixian_power_station,,"Shandong, China",650.0,650.0,,,,yes,yes,650.0,,,bituminous,supercritical,55.48,,,['China'],['China'],35.3188721,117.905724,Fei,Caoche Town,exact,Linyi,f,Guodian Feixian power station,2060,MW,,E100000122719 [100%],National Energy Feixian Power Generation Co Ltd [100%],E100000000188 [91.2%]; E100000000234 [5.5%]; E100000132388 [2.7%]; E100000124453 [0.6%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],23-May-05,"Year: 2005, Month: 5, Day: 23",23-May-05,,18,Asia,17,,36062.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Feixian_power_station
coal,G100000103296,L100000101327,Guodian Feixian power station,Phase I Unit 2,国电费县发电厂,National Energy Feixian Power Generation Co Ltd [100%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],China;,Shandong,operating,2007,650,2.8,48.3,0.54,9250,94600,35.3188721,117.905724,https://www.gem.wiki/Guodian_Feixian_power_station,,"Shandong, China",650.0,650.0,,,,yes,yes,650.0,,,bituminous,supercritical,55.48,,,['China'],['China'],35.3188721,117.905724,Fei,Caoche Town,exact,Linyi,f,Guodian Feixian power station,2060,MW,,E100000122719 [100%],National Energy Feixian Power Generation Co Ltd [100%],E100000000188 [91.2%]; E100000000234 [5.5%]; E100000132388 [2.7%]; E100000124453 [0.6%],GD POWER Development Co Ltd [91.2%]; Linyi Investment Development Co Ltd [5.5%]; unknown [2.7%]; Shandong Caixin Asset Operation Co Ltd [0.6%],23-May-05,"Year: 2005, Month: 5, Day: 23",23-May-05,,18,Asia,17,,36062.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Feixian_power_station
coal,G100000103305,L100000101247,Guodian Hengshan power station,<NA>,国电横山发电厂煤矸石技改项目,Guodian Shaanxi Electric Power Co Ltd [100%],China Energy Investment Corp [100.0%],China;,Shaanxi,cancelled,,600,0.0,0.0,0.0,8605,96100,37.962,109.294,https://www.gem.wiki/Guodian_Hengshan_power_station,,"Shaanxi, China",600.0,600.0,,,,,,600.0,,,unknown,unknown,55.48,,,['China'],['China'],37.962,109.294,Hengshan,,approximate,Yulin,f,Guodian Hengshan power station,2060,MW,,E100000122620 [100%],Guodian Shaanxi Electric Power Co Ltd [100%],E100000000239 [100.0%],China Energy Investment Corp [100.0%],,,,,0,Asia,0,,33288.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Hengshan_power_station
coal,G100000103361,L100000100843,Guodian Hexigten power station,Unit 1,国电赤峰克什克腾热电项目,China Energy Investment Corp [100%],China Energy Investment Corp [100.0%],China;,Inner Mongolia,cancelled,,600,0.0,0.0,0.0,8605,96100,43.265,117.547,https://www.gem.wiki/Guodian_Hexigten_power_station,,"Inner Mongolia, China",600.0,600.0,,,,,yes,600.0,,,unknown,unknown,55.48,,,['China'],['China'],43.265,117.547,Heshigten Banner,,approximate,Chifeng,f,Guodian Hexigten power station,2060,MW,,E100000000239 [100%],China Energy Investment Corp [100%],E100000000239 [100.0%],China Energy Investment Corp [100.0%],,,,,0,Asia,0,,33288.0,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Hexigten_power_station
coal,G100000103338,L100000101065,Guodian Jiujiang power station,Phase III Unit 5,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,operating,2002,350,1.9,22.8,0.54,11313,96100,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",350.0,350.0,,,,,yes,350.0,,,unknown,subcritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,23,Asia,12,,19418.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103339,L100000101065,Guodian Jiujiang power station,Phase III Unit 6,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,operating,2003,350,1.9,24.7,0.54,11313,96100,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",350.0,350.0,,,,,yes,350.0,,,unknown,subcritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,22,Asia,13,,19418.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103336,L100000101065,Guodian Jiujiang power station,Phase II Unit 3,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,retired,1991,220,0.0,0.0,0.0,12183,94600,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",220.0,220.0,,,,,,220.0,,,bituminous,subcritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,23,Asia,0,2014,12205.599999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103337,L100000101065,Guodian Jiujiang power station,Phase II Unit 4,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,retired,1992,200,0.0,0.0,0.0,12183,94600,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",200.0,200.0,,,,,,200.0,,,bituminous,subcritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,22,Asia,0,2014,11096.0,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103334,L100000101065,Guodian Jiujiang power station,Phase I Unit 1,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,retired,1984,135,0.0,0.0,0.0,12183,94600,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",135.0,135.0,,,,,,135.0,,,bituminous,subcritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,25,Asia,0,2009,7489.799999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103335,L100000101065,Guodian Jiujiang power station,Phase I Unit 2,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,retired,1984,125,0.0,0.0,0.0,12183,94600,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",125.0,125.0,,,,,,125.0,,,bituminous,subcritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,25,Asia,0,2009,6935.0,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103340,L100000101065,Guodian Jiujiang power station,Phase IV Unit 7,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,operating,2012,660,2.9,63.4,0.54,9099,96100,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",660.0,660.0,,,,,,660.0,,,unknown,ultra-supercritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],5-Jan-11,"Year: 2011, Month: 1, Day: 5",5-Jan-11,,13,Asia,22,,36616.799999999996,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103341,L100000101065,Guodian Jiujiang power station,Phase IV Unit 8,国电九江发电厂,Guodian Jiujiang Generating Co Ltd [100%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],China;,Jiangxi,cancelled,,660,0.0,0.0,0.0,8272,94600,29.74097,116.0345078,https://www.gem.wiki/Guodian_Jiujiang_power_station,,"Jiangxi, China",660.0,660.0,,,,,,660.0,,,bituminous,ultra-supercritical,55.48,,,['China'],['China'],29.74097,116.0345078,Xunyang,Jinjipo,exact,Jiujiang,f,Guodian Jiujiang power station,2060,MW,,E100000122418 [100%],Guodian Jiujiang Generating Co Ltd [100%],E100000000188 [51.0%]; E100000000216 [36.3%]; E100001001051 [5.2%]; E100000132388 [3.8%]; E100000123329 [3.6%],GD POWER Development Co Ltd [51.0%]; Huaihe Energy Holding Group Co Ltd [36.3%]; China Development Bank Corp [5.2%]; unknown [3.8%]; China Cinda Asset Management Co Ltd [3.6%],,,,,0,Asia,0,,36616.799999999996,cancelled,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Jiujiang_power_station
coal,G100000103352,L100000101625,Guodian Kuqa power station,Phase II Unit 3,国电库车发电厂,Huadian Kuqa Power Generation Co Ltd [100%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],China;,Xinjiang,operating,2012,300,1.5,32.5,0.54,10442,94600,41.73815,82.88791,https://www.gem.wiki/Guodian_Kuqa_power_station,,"Xinjiang, China",300.0,300.0,,,,,yes,300.0,,,bituminous,subcritical,55.48,,,['China'],['China'],41.73815,82.88791,Kuqa (Kuche),Northeast of Kuqa County near 314 National Road,exact,Aksu,f,Guodian Kuqa power station,2060,MW,Kuqa (Kuche) power station,E100000123065 [100%],Huadian Kuqa Power Generation Co Ltd [100%],E100000000170 [84.2%]; E100000123442 [9.9%]; E100000123443 [5.3%]; E100001001051 [0.7%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],17-Nov-11,"Year: 2011, Month: 11, Day: 17",17-Nov-11,,13,Asia,22,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Kuqa_power_station
coal,G100000103353,L100000101625,Guodian Kuqa power station,Phase II Unit 4,国电库车发电厂,Huadian Kuqa Power Generation Co Ltd [100%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],China;,Xinjiang,operating,2013,300,1.5,34.0,0.54,10442,94600,41.73815,82.88791,https://www.gem.wiki/Guodian_Kuqa_power_station,,"Xinjiang, China",300.0,300.0,,,,,yes,300.0,,,bituminous,subcritical,55.48,,,['China'],['China'],41.73815,82.88791,Kuqa (Kuche),Northeast of Kuqa County near 314 National Road,exact,Aksu,f,Guodian Kuqa power station,2060,MW,Kuqa (Kuche) power station,E100000123065 [100%],Huadian Kuqa Power Generation Co Ltd [100%],E100000000170 [84.2%]; E100000123442 [9.9%]; E100000123443 [5.3%]; E100001001051 [0.7%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],17-Nov-11,"Year: 2011, Month: 11, Day: 17",17-Nov-11,,12,Asia,23,,16644.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Kuqa_power_station
coal,G100000103350,L100000101625,Guodian Kuqa power station,Phase I Unit 1,国电库车发电厂,Huadian Kuqa Power Generation Co Ltd [100%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],China;,Xinjiang,retired,2006,135,0.0,0.0,0.0,11313,94600,41.73815,82.88791,https://www.gem.wiki/Guodian_Kuqa_power_station,,"Xinjiang, China",135.0,135.0,,,,,,135.0,,,bituminous,subcritical,55.48,,,['China'],['China'],41.73815,82.88791,Kuqa (Kuche),Northeast of Kuqa County near 314 National Road,exact,Aksu,f,Guodian Kuqa power station,2060,MW,Kuqa (Kuche) power station,E100000123065 [100%],Huadian Kuqa Power Generation Co Ltd [100%],E100000000170 [84.2%]; E100000123442 [9.9%]; E100000123443 [5.3%]; E100001001051 [0.7%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],,,,,12,Asia,0,2018,7489.799999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Kuqa_power_station
coal,G100000103351,L100000101625,Guodian Kuqa power station,Phase I Unit 2,国电库车发电厂,Huadian Kuqa Power Generation Co Ltd [100%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],China;,Xinjiang,retired,2006,135,0.0,0.0,0.0,11313,94600,41.73815,82.88791,https://www.gem.wiki/Guodian_Kuqa_power_station,,"Xinjiang, China",135.0,135.0,,,,,,135.0,,,bituminous,subcritical,55.48,,,['China'],['China'],41.73815,82.88791,Kuqa (Kuche),Northeast of Kuqa County near 314 National Road,exact,Aksu,f,Guodian Kuqa power station,2060,MW,Kuqa (Kuche) power station,E100000123065 [100%],Huadian Kuqa Power Generation Co Ltd [100%],E100000000170 [84.2%]; E100000123442 [9.9%]; E100000123443 [5.3%]; E100001001051 [0.7%],China Huadian Corp Ltd [84.2%]; Aksu Investment Construction Group Co Ltd [9.9%]; Kuqa Asset Management Co Ltd [5.3%]; China Development Bank Corp [0.7%],,,,,12,Asia,0,2018,7489.799999999999,retired-plus,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Kuqa_power_station
coal,G100000103354,L100000100554,Guodian Langfang power station,Unit 1,国电华北电力廊坊热电厂,Guodian North China Electric Power Co Ltd [100%],China Energy Investment Corp [100.0%],China;,Hebei,operating,2016,350,1.6,40.4,0.54,9250,96100,39.4787099,116.7688474,https://www.gem.wiki/Guodian_Langfang_power_station,,"Hebei, China",350.0,350.0,,,,yes,yes,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],39.4787099,116.7688474,Guangyang,Dazao Linzhuang,exact,Langfang,f,Guodian Langfang power station,2060,MW,,E100000121946 [100%],Guodian North China Electric Power Co Ltd [100%],E100000000239 [100.0%],China Energy Investment Corp [100.0%],9-Jul-12,"Year: 2012, Month: 7, Day: 9",9-Jul-12,,9,Asia,26,,19418.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Langfang_power_station
coal,G100000103355,L100000100554,Guodian Langfang power station,Unit 2,国电华北电力廊坊热电厂,Guodian North China Electric Power Co Ltd [100%],China Energy Investment Corp [100.0%],China;,Hebei,operating,2016,350,1.6,40.4,0.54,9250,96100,39.4787099,116.7688474,https://www.gem.wiki/Guodian_Langfang_power_station,,"Hebei, China",350.0,350.0,,,,yes,yes,350.0,,,unknown,supercritical,55.48,,,['China'],['China'],39.4787099,116.7688474,Guangyang,Dazao Linzhuang,exact,Langfang,f,Guodian Langfang power station,2060,MW,,E100000121946 [100%],Guodian North China Electric Power Co Ltd [100%],E100000000239 [100.0%],China Energy Investment Corp [100.0%],9-Jul-12,"Year: 2012, Month: 7, Day: 9",9-Jul-12,,9,Asia,26,,19418.0,operating,Eastern Asia,GCPT,GCPT,coal power station,coal-power-station,MW,https://www.gem.wiki/Guodian_Langfang_power_station
