"OID_","World Port Index Number","Region Name","Main Port Name","Alternate Port Name","UN/LOCODE","Country Code","World Water Body","IHO S-130 Sea Area","Sailing Direction or Publication","Publication Link","Standard Nautical Chart","IHO S-57 Electronic Navigational Chart","IHO S-101 Electronic Navigational Chart","Digital Nautical Chart","Tidal Range (m)","Entrance Width (m)","Channel Depth (m)","Anchorage Depth (m)","Cargo Pier Depth (m)","Oil Terminal Depth (m)","Liquified Natural Gas Terminal Depth (m)","Maximum Vessel Length (m)","Maximum Vessel Beam (m)","Maximum Vessel Draft (m)","Offshore Maximum Vessel Length (m)","Offshore Maximum Vessel Beam (m)","Offshore Maximum Vessel Draft (m)","Harbor Size","Harbor Type","Harbor Use","Shelter Afforded","Entrance Restriction - Tide","Entrance Restriction - Heavy Swell","Entrance Restriction - Ice","Entrance Restriction - Other","Overhead Limits","Underkeel Clearance Management System","Good Holding Ground","Turning Area","Port Security","Estimated Time of Arrival Message","Quarantine - Pratique","Quarantine - Sanitation","Quarantine - Other","Traffic Separation Scheme","Vessel Traffic Service","First Port of Entry","US Representative","Pilotage - Compulsory","Pilotage - Available","Pilotage - Local Assistance","Pilotage - Advisable","Tugs - Salvage","Tugs - Assistance","Communications - Telephone","Communications - Telefax","Communications - Radio","Communications - Radiotelephone","Communications - Airport","Communications - Rail","Search and Rescue","NAVAREA","Facilities - Wharves","Facilities - Anchorage","Facilities - Dangerous Cargo Anchorage","Facilities - Med Mooring","Facilities - Beach Mooring","Facilities - Ice Mooring","Facilities - Ro-Ro","Facilities - Solid Bulk","Facilities - Liquid Bulk","Facilities - Container","Facilities - Breakbulk","Facilities - Oil Terminal","Facilities - LNG Terminal","Facilities - Other","Medical Facilities","Garbage Disposal","Chemical Holding Tank Disposal","Degaussing","Dirty Ballast Disposal","Cranes - Fixed","Cranes - Mobile","Cranes - Floating","Cranes Container","Lifts - 100+ Tons","Lifts - 50-100 Tons","Lifts - 25-49 Tons","Lifts - 0-24 Tons","Services - Longshoremen","Services - Electricity","Services -Steam","Services - Navigation Equipment","Services - Electrical Repair","Services - Ice Breaking","Services -Diving","Supplies - Provisions","Supplies - Potable Water","Supplies - Fuel Oil","Supplies - Diesel Oil","Supplies - Aviation Fuel","Supplies - Deck","Supplies - Engine","Repairs","Dry Dock","Railway","Latitude","Longitude"
"2809.0","57862.0","China -- 57855","Chaozhou","Sanbaimen","CN COZ","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","94040.0","","","a2357860, coa23c, gen23b","2.0","0.0","0.0","12.5","0.0","0.0","0.0","230.0","14.0","38.0","0.0","0.0","0.0","Medium","Coastal (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","23.616667000000000","117.083332999999996"
"2815.0","60060.0","China Continued -- 59850","Hankow","Wu Han","CN HNK","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23b","1.0","0.0","3.4","6.4","4.9","12.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Medium","River (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","XI","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","No","Yes","Unknown","Yes","Yes","Moderate","Unknown","Unknown","30.583333000000000","114.283332999999999"
"2816.0","60000.0","China Continued -- 59850","Nanjing","Nanking","CN NJI","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23a","2.0","0.0","9.4","7.9","9.4","9.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Very Small","River (Natural)","Unknown","Fair","Yes","Unknown","Yes","Yes","Unknown","Unknown","Yes","Yes","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Yes","Yes","Unknown","Yes","Yes","Yes","Yes","Unknown","Yes","Yes","Unknown","XI","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No","Unknown","Unknown","No","Yes","Unknown","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Limited","Unknown","Small","32.083333000000003","118.750000000000000"
"2817.0","60030.0","China Continued -- 59850","Ankingcheng","Anking; Anqing; Huai Ning","","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23a","1.0","0.0","3.4","6.4","1.8","4.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Very Small","River (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","XI","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","None","Unknown","Small","30.516667000000002","117.033332999999999"
"3449.0","59988.0","China Continued -- 59850","Yangzhou","","CN YZH","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23a","2.0","0.0","4.9","9.4","9.4","6.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Small","River (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Yes","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Unknown","Unknown","32.266666999999998","119.433333000000005"
"3473.0","59976.0","China Continued -- 59850","Taicang","","CN TAC","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","a2359970, coa23d, gen23a","2.0","0.0","9.4","11.0","11.0","4.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Very Small","Coastal (Breakwater)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Unknown","Unknown","31.649999999999999","121.200000000000003"
"3540.0","60010.0","China Continued -- 59850","Wu Hu","","","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23a","1.0","0.0","6.4","7.9","4.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Small","River (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","XI","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","None","Unknown","Unknown","31.333333000000000","118.366667000000007"
"3541.0","59990.0","China Continued -- 59850","Zhangjiangang","","CN ZJG","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23a","3.0","0.0","9.4","7.9","9.4","6.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Small","River (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Unknown","Unknown","31.966667000000001","120.400000000000006"
"3587.0","59963.0","China Continued -- 59850","Zhapu","Chapu; Hangzhou","CN ZPU","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","coa23d, gen23a","2.0","0.0","7.9","11.0","11.0","12.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Small","Open Roadstead","Unknown","Fair","Yes","Yes","Unknown","Yes","No","Unknown","Yes","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Small","Unknown","30.583333000000000","121.083332999999996"
"3597.0","59860.0","China Continued -- 59850","Fuzhou","Foochou; Foochow","CN FZH","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23b","6.5","0.0","9.5","11.0","11.0","11.0","0.0","397.9","62.0","27.5","0.0","0.0","0.0","Very Small","River (Natural)","Unknown","Good","Unknown","Unknown","Unknown","Yes","No","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","XI","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Yes","Unknown","Limited","Unknown","Unknown","26.083333000000000","119.299999999999997"
"3626.0","59910.0","China Continued -- 59850","Wenzhou","Yung Chia","CN WZO","China","East China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","","","","gen23a","6.5","0.0","3.4","21.6","12.5","11.0","0.0","295.0","46.0","15.0","0.0","0.0","0.0","Medium","River (Natural)","Unknown","Good","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","XI","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Limited","Small","Unknown","28.016667000000002","120.650000000000006"
"3727.0","57860.0","China -- 57855","Shan T Ou","Swanton; Swatou","","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","94040.0","","","a2357860, coa23c, gen23b, h2357860","2.0","0.0","7.9","4.9","4.9","3.4","0.0","349.0","43.0","14.5","0.0","0.0","0.0","Small","River (Natural)","Unknown","Excellent","Yes","Yes","No","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","No","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","XI","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","No","Yes","Yes","Yes","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Limited","Unknown","Unknown","23.366667000000000","116.683333000000005"
"3728.0","57857.0","China -- 57855","Yantian","","CN YTN","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view","93730.0","","","a2357840, coa23c, gen23b","1.0","0.0","14.0","21.6","14.0","6.4","0.0","400.0","61.5","17.6","0.0","0.0","0.0","Small","Coastal (Natural)","Unknown","Excellent","Yes","Yes","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Yes","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Yes","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Unknown","Small","22.583333000000000","114.266666999999998"
"3730.0","57872.0","China -- 57855","Zhangzhou","","CN ZZU","China","Taiwan Strait; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","94060.0","","","coa23c, gen23b","4.0","0.0","11.0","12.5","6.4","0.0","0.0","295.0","46.0","15.0","0.0","0.0","0.0","Small","Coastal (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Small","24.683333000000001","118.150000000000006"
"3731.0","57876.0","China -- 57855","Xiuyu","","CN XYG","China","Taiwan Strait; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","94060.0","","","coa23c, gen23b","5.0","0.0","12.5","7.9","3.4","4.9","0.0","362.0","65.0","17.9","0.0","0.0","0.0","Very Small","Coastal (Breakwater)","Unknown","Fair","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","25.233332999999998","118.983333000000002"
"3732.0","57874.0","China -- 57855","Quanzhou","","CN QZL","China","Taiwan Strait; North Pacific Ocean","","Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view","94060.0","","","coa23c, gen23b","5.0","0.0","4.9","11.0","4.9","15.5","0.0","294.0","43.0","15.1","0.0","0.0","0.0","Small","Coastal (Natural)","Unknown","Fair","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","XI","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","None","Unknown","Unknown","24.883333000000000","118.599999999999994"
"3738.0","57821.0","China -- 57815","Zhuhai","","CN ZUH","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view","93721.0","","","a2357840, coa23c, gen23b","1.0","0.0","7.9","3.4","4.9","6.4","0.0","345.0","60.0","16.2","0.0","0.0","0.0","Very Small","Coastal (Breakwater)","Unknown","Good","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Unknown","Unknown","22.233332999999998","113.583332999999996"
"3739.0","57819.0","China -- 57815","Shui Dong","","CN SDG","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view","93720.0","","","coa23b, gen23b","2.0","0.0","9.4","9.4","4.9","6.4","0.0","200.0","32.2","11.5","0.0","0.0","0.0","Very Small","Coastal (Breakwater)","Unknown","Fair","Unknown","Unknown","Unknown","Yes","No","Unknown","Yes","Yes","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","XI","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Unknown","Unknown","No","Yes","Yes","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Limited","Unknown","Unknown","21.483332999999998","111.083332999999996"
"3741.0","57777.0","China -- 57740","Shekou","Chiwan","CN SHK","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view","93721.0","","","a2357840, coa23c, gen23b, h2357840","1.0","0.0","12.5","12.5","15.5","11.0","0.0","400.0","59.0","16.5","0.0","0.0","0.0","Medium","Coastal (Natural)","Unknown","Good","Yes","No","No","Yes","Unknown","Unknown","Yes","Yes","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","No","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Yes","Unknown","Yes","Yes","Unknown","XI","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Yes","Yes","Yes","Unknown","Unknown","Unknown","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Yes","Unknown","Limited","Unknown","Small","22.466667000000001","113.866667000000007"
"3742.0","57820.0","China -- 57815","Qinzhou","","CN QZH","China","Gulf of Tonkin; South China Sea; North Pacific Ocean","","Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view","93650.0","","","a2357750, coa23b, gen23b, h2357745","5.0","0.0","12.5","11.0","9.4","6.4","0.0","366.0","60.0","12.2","0.0","0.0","0.0","Very Small","Coastal (Natural)","Unknown","Fair","Unknown","Unknown","Unknown","No","No","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Yes","Unknown","XI","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Small","Unknown","21.733332999999998","108.583332999999996"
"3743.0","57770.0","China -- 57740","Zhanjiang","Fort Bayard; Hsi Ying; Tsamkong","CN ZNG","China","South China Sea; North Pacific Ocean","","Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand","https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view","93778.0","","","coa23b, gen23b, h2357770","2.0","0.0","11.0","14.0","12.5","4.9","0.0","362.0","65.0","15.5","0.0","0.0","0.0","Small","River (Natural)","Unknown","Good","No","No","No","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","Yes","Yes","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Unknown","XI","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Yes","Unknown","Yes","Yes","Yes","Yes","Unknown","Yes","Unknown","Unknown","Yes","Yes","Yes","Yes","Unknown","Unknown","Unknown","Limited","Unknown","Small","21.199999999999999","110.400000000000006"
