FID,County name,Province name,Storage potential-DSA (Mt),Storage potential-EOR (Mt),Storage potential-ALL (Mt),Injection rate capability-DSA (Mt/a),Injection rate capability-EOR (Mt/a)
1004,Gongnong District,Heilongjiang,0,0,0,0,0
1005,Luobei County,Heilongjiang,4836.02,0,4836.02,82.82,0
1006,Nanshan District,Heilongjiang,0,0,0,0,0
1007,Suibin County,Heilongjiang,3865.52,0,3865.52,70.99,0
1008,Xiangyang District,Heilongjiang,0,0,0,0,0
1009,Xing'an District,Heilongjiang,0,0,0,0,0
1010,Xingshan District,Heilongjiang,0,0,0,0,0
1011,Aihui District,Heilongjiang,0,0,0,0,0
1012,Beian City,Heilongjiang,4547.44,0,4547.44,0.69,0
1013,Nenjiang City,Heilongjiang,1365.56,0,1365.56,0.62,0
1014,Sunwu County,Heilongjiang,0,0,0,0,0
1015,Wudalianchi City,Heilongjiang,3793.48,0,3793.48,0.71,0
1016,Xunke County,Heilongjiang,0,0,0,0,0
1017,Chengzihe District,Heilongjiang,0,0,0,0,0
1018,Didao District,Heilongjiang,0,0,0,0,0
1019,Hengshan District,Heilongjiang,0,0,0,0,0
1020,Hulin City,Heilongjiang,0,0,0,0,0
1021,Jidong County,Heilongjiang,0,0,0,0,0
1022,Jiguan District,Heilongjiang,0,0,0,0,0
1023,Lishu District,Heilongjiang,0,0,0,0,0
1024,Mashan District,Heilongjiang,0,0,0,0,0
1025,Mishan City,Heilongjiang,0,0,0,0,0
1026,Dongfeng District,Heilongjiang,0,0,0,0,0
1027,Fuyuan City,Heilongjiang,0,0,0,0,0
1028,Fujin City,Heilongjiang,1295.36,0,1295.36,59.16,0
1029,Huachuan County,Heilongjiang,3186.99,0,3186.99,94.65,0
1030,Huainan County,Heilongjiang,0,0,0,0,0
1031,Jiao District,Heilongjiang,0,0,0,0,0
1032,Qianjin District,Heilongjiang,0,0,0,0,0
1033,Tangyuan County,Heilongjiang,123.37,0,123.37,35.49,0
1034,Tongjiang,Heilongjiang,0,0,0,0,0
1035,Xiangyang District,Heilongjiang,0,0,0,0,0
1036,Aimin District,Heilongjiang,0,0,0,0,0
1037,Dong'an District,Heilongjiang,0,0,0,0,0
1038,Dongning City,Heilongjiang,0,0,0,0,0
1039,Hailin City,Heilongjiang,0,0,0,0,0
1040,Linkou County,Heilongjiang,0,0,0,0,0
1041,Muling City,Heilongjiang,0,0,0,0,0
1042,Ning'an City,Heilongjiang,0,0,0,0,0
1043,Suifenhe City,Heilongjiang,0,0,0,0,0
1044,Xi'an District,Heilongjiang,0,0,0,0,0
1045,Yangming District,Heilongjiang,0,0,0,0,0
1046,Boli County,Heilongjiang,0,0,0,0,0
1047,Qiezihe District,Heilongjiang,0,0,0,0,0
1048,Taoshan District,Heilongjiang,0,0,0,0,0
1049,Xinxing District,Heilongjiang,0,0,0,0,0
1050,Angangxi District,Heilongjiang,546.67,0,546.67,0.21,0
1051,Baizhan District,Heilongjiang,6777.2,0,6777.2,0.93,0
1052,Furalki District,Heilongjiang,142.08,0,142.08,0.21,0
1053,Fuyu County,Heilongjiang,5002.37,0,5002.37,0.67,0
1054,Gannan County,Heilongjiang,437.59,0,437.59,0.38,0
1055,Jianhua District,Heilongjiang,118.91,0,118.91,0.21,0
1056,Kedong County,Heilongjiang,4034.59,0,4034.59,0.84,0
1057,Keshan County,Heilongjiang,6796.76,0,6796.76,0.93,0
1058,Longjiang County,Heilongjiang,161.33,0,161.33,0.08,0
1059,Longsha District,Heilongjiang,74.63,0,74.63,0.21,0
1060,Meirisdaur District,Heilongjiang,1019.93,0,1019.93,0.21,0
1061,Nehe City,Heilongjiang,6794.84,0,6794.84,0.65,0
1062,Mianzishan District,Heilongjiang,0,0,0,0,0
1063,Tailai County,Heilongjiang,2252.78,0.68,2253.46,0.54,5.98
1064,Tiefeng District,Heilongjiang,842.57,0,842.57,0.51,0
1065,Yian County,Heilongjiang,7004.75,0,7004.75,0.93,0
1066,Baocheng County,Heilongjiang,0,0,0,0,0
1067,Baoshan District,Heilongjiang,0,0,0,0,0
1068,Jixian County,Heilongjiang,3289.8,0,3289.8,70.99,0
1069,Jianshan District,Heilongjiang,0,0,0,0,0
1070,Lingdong District,Heilongjiang,0,0,0,0,0
1071,Raohe County,Heilongjiang,0,0,0,0,0
1072,Sifangtai District,Heilongjiang,102.81,0,102.81,59.16,0
1073,Youyi County,Heilongjiang,0,0,0,0,0
1074,Anda City,Heilongjiang,4975.86,22.44,4998.3,0.74,4.22
1075,Beilin District,Heilongjiang,1623.38,0,1623.38,0.56,0
1076,Hailun City,Heilongjiang,3180.58,0,3180.58,0.39,0
1077,Lanxi County,Heilongjiang,2385.71,0,2385.71,0.68,0
1078,Mingshui County,Heilongjiang,3602.33,0,3602.33,0.75,0
1079,Qinggang County,Heilongjiang,3051.8,0,3051.8,0.74,0
1080,Qing'an County,Heilongjiang,1132.8,0,1132.8,0.86,0
1081,Suiling County,Heilongjiang,824,0,824,0.19,0
1082,Wangkui County,Heilongjiang,1364.27,0,1364.27,0.19,0
1083,Zhaodong City,Heilongjiang,4550.45,18.17,4568.62,0.62,2.94
1084,Daxiashan County,Heilongjiang,0,0,0,0,0
1085,Fenglin County,Heilongjiang,0,0,0,0,0
1086,Jiayin County,Heilongjiang,0,0,0,0,0
1087,Jinlin District,Heilongjiang,0,0,0,0,0
1088,Nanqiao County,Heilongjiang,0,0,0,0,0
1089,Tangwang County,Heilongjiang,0,0,0,0,0
1090,Tieli City,Heilongjiang,326.79,0,326.79,0.6,0
1091,Wucui District,Heilongjiang,0,0,0,0,0
1092,Yimei District,Heilongjiang,0,0,0,0,0
1093,Youyi District,Heilongjiang,0,0,0,0,0
1094,Eucheng District,Hubei,0,0,0,0,0
1095,Huarong District,Hubei,0,0,0,0,0
1096,Liangzihu District,Hubei,0,0,0,0,0
1097,Badong County,Hubei,0,0,0,0,0
1098,Enshi City,Hubei,0,0,0,0,0
1099,Hefeng County,Hubei,0,0,0,0,0
1100,Jianshi County,Hubei,0,0,0,0,0
1101,Laifeng County,Hubei,0,0,0,0,0
1102,Lichuan City,Hubei,109.16,0,109.16,0.01,0
1103,Xianfeng County,Hubei,0,0,0,0,0
1104,Xuanen County,Hubei,0,0,0,0,0
1105,Hong'an County,Hubei,0,0,0,0,0
1106,Huangmei County,Hubei,0,0,0,0,0
1107,Huangzhou District,Hubei,0,0,0,0,0
1108,Lutian County,Hubei,0,0,0,0,0
1109,Macheng City,Hubei,0,0,0,0,0
1110,Herb County,Hubei,0,0,0,0,0
1111,Tuanfeng County,Hubei,0,0,0,0,0
1112,Wuxi City,Hubei,0,0,0,0,0
1113,Xishui County,Hubei,0,0,0,0,0
1114,yingshan County,Hubei,0,0,0,0,0
1115,Daye City,Hubei,0,0,0,0,0
1116,Huangshi Harbor District,Hubei,0,0,0,0,0
1117,Tieshan District,Hubei,0,0,0,0,0
1118,Xisishan District,Hubei,0,0,0,0,0
1119,Xilu District,Hubei,0,0,0,0,0
1120,Yangxin County,Hubei,0,0,0,0,0
1121,Dongbao District,Hubei,0,0,0,0,0
1122,Duodao District,Hubei,0,0,0,0,0
1123,jingshan city,Hubei,0,0,0,0,0
1124,Shayang County,Hubei,264.14,0,264.14,0.29,0
1125,Zhongxiang City,Hubei,0,0,0,0,0
1126,Gong'an County,Hubei,429,0.66,429.66,0.16,8.04
1127,Honghu City,Hubei,44.92,0.62,45.54,0.03,0.01
1128,Jianli City,Hubei,59.75,0.07,59.82,0.06,0.1
1129,Jiangling County,Hubei,105.56,0.39,105.95,0.09,0.04
1130,Jingzhou District,Hubei,617.22,1.97,619.19,0.29,8.04
1131,Shashi District,Hubei,455.5,0.83,456.33,0.22,5.31
1132,Shishou City,Hubei,34.14,0,34.14,0.09,0
1133,Songzi City,Hubei,942,0.74,942.74,0.24,8.04
1134,Qianjiang City,Hubei,894.38,22.97,917.35,0.24,5.31
1135,Shennongjia Forestry District,Hubei,0,0,0,0,0
1136,Danjiangkou City,Hubei,0,0,0,0,0
1137,Fang County,Hubei,0,0,0,0,0
1138,Maojian District,Hubei,0,0,0,0,0
1139,Yunxi County,Hubei,0,0,0,0,0
1140,Yunyang District,Hubei,0,0,0,0,0
1141,Zhangwan District,Hubei,0,0,0,0,0
1142,Zhushan County,Hubei,0,0,0,0,0
1143,Zhuxi County,Hubei,0,0,0,0,0
1144,Zengdu District,Hubei,0,0,0,0,0
1145,Guangshui City,Hubei,0,0,0,0,0
1146,Sui County,Hubei,0,0,0,0,0
1147,Tianmen City,Hubei,465.38,4.17,469.55,0.31,5.31
1148,Caidian District,Hubei,4.49,0,4.49,0.03,0
1149,Dongxihu District,Hubei,0,0,0,0,0
1150,Hannan District,Hubei,3.14,0,3.14,0.01,0
1151,Hanyang District,Hubei,0,0,0,0,0
1152,Hongshan District,Hubei,0,0,0,0,0
1153,Huangpi District,Hubei,0,0,0,0,0
1154,Jiang'an District,Hubei,0,0,0,0,0
1155,Jianghan District,Hubei,0,0,0,0,0
1156,Jiangxia District,Hubei,0,0,0,0,0
1157,Qiaokou District,Hubei,0,0,0,0,0
1158,Qingshan District,Hubei,0,0,0,0,0
1159,Wuchang District,Hubei,0,0,0,0,0
1160,Xinzhou District,Hubei,0,0,0,0,0
1161,Xiantao City,Hubei,278.06,0.05,278.11,0.25,69.89
1162,Chibi City,Hubei,0,0,0,0,0
1163,Chongyang County,Hubei,0,0,0,0,0
1164,Jiayu County,Hubei,2.7,0,2.7,0.01,0
1165,Tongcheng County,Hubei,0,0,0,0,0
1166,Tongshan County,Hubei,0,0,0,0,0
1167,Xian'an District,Hubei,0,0,0,0,0
1168,Baokang County,Hubei,0,0,0,0,0
1169,Fancheng District,Hubei,4.94,0,4.94,0.07,0
1170,Gucheng County,Hubei,0,0,0,0,0
1171,Laohekou City,Hubei,1.85,0,1.85,0.07,0
1172,Nanzhang County,Hubei,0,0,0,0,0
1173,Xiangcheng District,Hubei,0,0,0,0,0
1174,Xiangzhou District,Hubei,116.66,0,116.66,1.87,0
1175,Yicheng City,Hubei,0,0,0,0,0
1176,Zaoyang City,Hubei,531.47,0,531.47,3.03,0
1177,Anlu City,Hubei,0,0,0,0,0
1178,Dawu County,Hubei,0,0,0,0,0
1179,Hanchuan City,Hubei,242.57,0,242.57,0.31,0
1180,Xiaochang County,Hubei,0,0,0,0,0
1181,Xiaonan District,Hubei,0,0,0,0,0
1182,Yingcheng City,Hubei,0,0,0,0,0
1183,Yunmeng County,Hubei,0,0,0,0,0
1184,Dangyang City,Hubei,11.68,0,11.68,0.09,0
1185,Dianjun District,Hubei,0,0,0,0,0
1186,Wufeng Tujia Autonomous County,Hubei,0,0,0,0,0
1187,Wujiagang District,Hubei,0,0,0,0,0
1188,Xiling District,Hubei,0,0,0,0,0
1189,Xiaoting District,Hubei,0,0,0,0,0
1190,Xingshan County,Hubei,0,0,0,0,0
1191,Yiling District,Hubei,0,0,0,0,0
1192,Yidu City,Hubei,0,0,0,0,0
1193,Yuan'an County,Hubei,0,0,0,0,0
1194,Changyang Tujia Autonomous County,Hubei,0,0,0,0,0
1195,Zhijiang City,Hubei,256.5,0,256.5,0.23,0
1196,Zigui County,Hubei,0,0,0,0,0
1197,Anxiang County,Hunan,5.39,0,5.39,0.09,0
1198,Dingcheng District,Hunan,0,0,0,0,0
1199,Hanshou County,Hunan,0,0,0,0,0
1200,Jinshi City,Hunan,0,0,0,0,0
1201,Li County,Hunan,2.25,0,2.25,0.02,0
1202,Linli County,Hunan,0,0,0,0,0
1203,Shimen County,Hunan,0,0,0,0,0
1204,Taoyuan County,Hunan,0,0,0,0,0
1205,Wuling District,Hunan,0,0,0,0,0
1206,Anren County,Hunan,0,0,0,0,0
1207,Beihu District,Hunan,0,0,0,0,0
1208,Guidong County,Hunan,0,0,0,0,0
1209,Guiyang County,Hunan,0,0,0,0,0
1210,Jiahe County,Hunan,0,0,0,0,0
1211,Linwu County,Hunan,0,0,0,0,0
1212,Rucheng County,Hunan,0,0,0,0,0
1213,Suxian District,Hunan,0,0,0,0,0
1214,Yizhang County,Hunan,0,0,0,0,0
1215,Yongxing County,Hunan,0,0,0,0,0
1216,Zixing City,Hunan,0,0,0,0,0
1217,Changning City,Hunan,0,0,0,0,0
1218,Hengdong County,Hunan,0,0,0,0,0
1219,Hengnan County,Hunan,0,0,0,0,0
1220,Hengshan County,Hunan,0,0,0,0,0
1221,Hengyang County,Hunan,0,0,0,0,0
1222,Leiyang City,Hunan,0,0,0,0,0
1223,Nanyue District,Hunan,0,0,0,0,0
1224,Qidong County,Hunan,0,0,0,0,0
1225,Shigu District,Hunan,0,0,0,0,0
1226,Yanfeng District,Hunan,0,0,0,0,0
1227,Zhengxiang District,Hunan,0,0,0,0,0
1228,Zhuhui District,Hunan,0,0,0,0,0
1229,Chenxi County,Hunan,0,0,0,0,0
1230,Hecheng District,Hunan,0,0,0,0,0
1231,Hongjiang City,Hunan,0,0,0,0,0
1232,Huitong County,Hunan,0,0,0,0,0
1233,Jingzhou Miao and Dong Autonomous County,Hunan,0,0,0,0,0
1234,Mayang Miao Autonomous County,Hunan,0,0,0,0,0
1235,Tongdao Dong Autonomous County,Hunan,0,0,0,0,0
1236,Xinhua Dong Autonomous County,Hunan,0,0,0,0,0
1237,Xupu County,Hunan,0,0,0,0,0
1238,Yuanling County,Hunan,0,0,0,0,0
1239,Zhijiang Dong Autonomous County,Hunan,0,0,0,0,0
1240,Zhongfang County,Hunan,0,0,0,0,0
1241,Lengshuijiang City,Hunan,0,0,0,0,0
1242,Lianyuan City,Hunan,0,0,0,0,0
1243,Loudi City,Hunan,0,0,0,0,0
1244,Shuangfeng County,Hunan,0,0,0,0,0
1245,Xinhua County,Hunan,0,0,0,0,0
1246,Beita District,Hunan,0,0,0,0,0
1247,Chengbu Miao Autonomous County,Hunan,0,0,0,0,0
1248,Daxiang District,Hunan,0,0,0,0,0
1249,Dongkou County,Hunan,0,0,0,0,0
1250,Longhui County,Hunan,0,0,0,0,0
1251,Shaodong City,Hunan,0,0,0,0,0
1252,Shaoyang County,Hunan,0,0,0,0,0
1253,Shuangqing District,Hunan,0,0,0,0,0
1254,Suining County,Hunan,0,0,0,0,0
1255,Wugang City,Hunan,0,0,0,0,0
1256,Xinning County,Hunan,0,0,0,0,0
1257,Xinshao County,Hunan,0,0,0,0,0
1258,Shaoshan City,Hunan,0,0,0,0,0
1259,Xiangtan County,Hunan,0,0,0,0,0
1260,Xiangxiang City,Hunan,0,0,0,0,0
1261,Yuhu District,Hunan,0,0,0,0,0
1262,Yuetang District,Hunan,0,0,0,0,0
1263,Baojing County,Hunan,0,0,0,0,0
1264,Fenghuang County,Hunan,0,0,0,0,0
1265,Guzhang County,Hunan,0,0,0,0,0
1266,Huayuan County,Hunan,0,0,0,0,0
1267,Jishou City,Hunan,0,0,0,0,0
1268,Longshan County,Hunan,0,0,0,0,0
1269,Luxi County,Hunan,0,0,0,0,0
1270,Yongshun County,Hunan,0,0,0,0,0
1271,Anhua County,Hunan,0,0,0,0,0
1272,Heshan District,Hunan,0,0,0,0,0
1273,Nan County,Hunan,0,0,0,0,0
1274,Taojiang County,Hunan,0,0,0,0,0
1275,Yuanjiang City,Hunan,0,0,0,0,0
1276,Ziyang District,Hunan,0,0,0,0,0
1277,Dao County,Hunan,0,0,0,0,0
1278,Dong'an County,Hunan,0,0,0,0,0
1279,Jianghua Yao Autonomous County,Hunan,0,0,0,0,0
1280,Jiangyong County,Hunan,0,0,0,0,0
1281,Lanshan County,Hunan,0,0,0,0,0
1282,Lengshuitan District,Hunan,0,0,0,0,0
1283,Lingling District,Hunan,0,0,0,0,0
1284,Ningyuan County,Hunan,0,0,0,0,0
1285,Qiyang City,Hunan,0,0,0,0,0
1286,Shuangpai County,Hunan,0,0,0,0,0
1287,Xintian County,Hunan,0,0,0,0,0
1288,Huarong County,Hunan,0,0,0,0,0
1289,Junshan District,Hunan,0,0,0,0,0
1290,Linxiang City,Hunan,0,0,0,0,0
1291,Miluo City,Hunan,0,0,0,0,0
1292,Pingjiang County,Hunan,0,0,0,0,0
1293,Xiangyin County,Hunan,0,0,0,0,0
1294,Yueyanglou District,Hunan,0,0,0,0,0
1295,Yueyang County,Hunan,0,0,0,0,0
1296,Yunxi District,Hunan,0,0,0,0,0
1297,Cili County,Hunan,0,0,0,0,0
1298,Sangzhi County,Hunan,0,0,0,0,0
1299,Wulingyuan District,Hunan,0,0,0,0,0
1300,Yongding District,Hunan,0,0,0,0,0
1301,Furong District,Hunan,0,0,0,0,0
1302,Kaifu District,Hunan,0,0,0,0,0
1303,Liuyang City,Hunan,0,0,0,0,0
1304,Ningxiang City,Hunan,0,0,0,0,0
1305,Tianxin District,Hunan,0,0,0,0,0
1306,Wangcheng District,Hunan,0,0,0,0,0
1307,Yuhua District,Hunan,0,0,0,0,0
1308,Yuelu District,Hunan,0,0,0,0,0
1309,Changsha County,Hunan,0,0,0,0,0
1310,Chaling County,Hunan,0,0,0,0,0
1311,Hetang District,Hunan,0,0,0,0,0
1312,Liling City,Hunan,0,0,0,0,0
1313,Lusong District,Hunan,0,0,0,0,0
1314,Lukou District,Hunan,0,0,0,0,0
1315,Shifeng District,Hunan,0,0,0,0,0
1316,Tianyuan District,Hunan,0,0,0,0,0
1317,Yanling County,Hunan,0,0,0,0,0
1318,Youxian County,Hunan,0,0,0,0,0
1319,Da 'an City,Jilin,5602.36,88.22,5690.58,0.75,0.45
1320,Taobei District,Jilin,624.69,0,624.69,0.26,0
1321,Taonan City,Jilin,589.05,0,589.05,0.26,0
1322,Tongyu County,Jilin,1641.97,0,1641.97,0.82,0
1323,Zhenlai County,Jilin,4368.33,34.26,4402.59,0.76,55.77
1324,Fusong County,Jilin,0,0,0,0,0
1325,Hunjiang District,Jilin,0,0,0,0,0
1326,Jiangyuan District,Jilin,0,0,0,0,0
1327,Jingyu County,Jilin,0,0,0,0,0
1328,Linjiang City,Jilin,0,0,0,0,0
1329,Changbai Korean Autonomous County,Jilin,0,0,0,0,0
1330,Changyi District,Jilin,0,0,0,0,0
1331,Funying District,Jilin,0,0,0,0,0
1332,Fengman District,Jilin,0,0,0,0,0
1333,Huadian City,Jilin,0,0,0,0,0
1334,Jiaohe City,Jilin,0,0,0,0,0
1335,Longtan District,Jilin,0,0,0,0,0
1336,Panshi City,Jilin,0,0,0,0,0
1337,Shulan City,Jilin,160.35,0,160.35,0.41,0
1338,Yongji County,Jilin,0,2.2,2.2,0,0
1339,Dongfeng County,Jilin,0,0,0,0,0
1340,Dongliao County,Jilin,0,0,0,0,0
1341,Longshan District,Jilin,0,0,0,0,0
1342,Xi'an District,Jilin,0,0,0,0,0
1343,Lishu County,Jilin,1143.77,0,1143.77,0.56,0
1344,Shuangliao City,Jilin,595.87,0,595.87,0.38,0
1345,Tiedong District,Jilin,8.7,0,8.7,0.07,0
1346,Yitong Manzu autonomous County,Jilin,11.6,30.35,41.95,0.07,0.03
1347,Fuyu City,Jilin,2556,0,2556,0.5,0
1348,Ningjiang District,Jilin,1099.74,25.74,1125.48,0.54,14.24
1349,Mongolian Autonomous County of Qian Gorlos,Jilin,6379.25,37.1,6416.35,1.08,14.24
1350,Qian'an County,Jilin,4164.99,69.05,4234.04,0.98,14.24
1351,Changling County,Jilin,4076.83,0,4076.83,0.98,0
1352,Dongchang District,Jilin,0,0,0,0,0
1353,Erdaojiang District,Jilin,0,0,0,0,0
1354,Huinan County,Jilin,0,0,0,0,0
1355,Ji'an City,Jilin,0,0,0,0,0
1356,Liuhe County,Jilin,0,0,0,0,0
1357,Meihekou City,Jilin,0,0,0,0,0
1358,Tonghua County,Jilin,0,0,0,0,0
1359,Antu County,Jilin,0,0,0,0,0
1360,Dunhua City,Jilin,0,0,0,0,0
1361,Hualong City,Jilin,0,0,0,0,0
1362,Hunchun City,Jilin,0,0,0,0,0
1363,Longjing City,Jilin,0,0,0,0,0
1364,Tumen City,Jilin,0,0,0,0,0
1365,Wangqing County,Jilin,0,0,0,0,0
1366,Yanji City,Jilin,0,0,0,0,0
1367,Chaoyang District,Jilin,48.07,0,48.07,0.07,0
1368,Dehui City,Jilin,1437.85,0,1437.85,0.11,0
1369,Erdao District,Jilin,50.73,0,50.73,0.02,0
1370,Gongzhuling City,Jilin,1735.77,13.29,1749.06,0.56,0.3
1371,Jiutai District,Jilin,621.64,0,621.64,0.07,0
1372,Kuancheng District,Jilin,478.13,0,478.13,0.11,0
1373,Lvyuan District,Jilin,112.09,0,112.09,0.05,0
1374,Nanguan District,Jilin,59.43,0,59.43,0.07,0
1375,Nong'an County,Jilin,2748.6,0,2748.6,0.47,14.24
1376,Shuangyang District,Jilin,0,3.89,3.89,0,0
1377,Yushu City,Jilin,2975.54,0,2975.54,0.97,0
1378,Jintan District,Jiangsu,0,0,0,0,0
1379,Liyang City,Jiangsu,0,0,0,0,0
1380,Tianning District,Jiangsu,0,0,0,0,0
1381,Wujin District,Jiangsu,0,0,0,0,0
1382,Xinbei District,Jiangsu,0,0,0,0,0
1383,Zhonglou District,Jiangsu,0,0,0,0,0
1384,Hongze District,Jiangsu,1397.42,0.1,1397.52,7.95,4.55
1385,Huai'an District,Jiangsu,1797.24,0,1797.24,8.99,0
1386,Huaiyin District,Jiangsu,306.51,0,306.51,6.79,0
1387,Jinhu County,Jiangsu,2434.25,5.88,2440.13,17.54,13.19
1388,Lianshui County,Jiangsu,1119.6,0,1119.6,8.3,0
1389,Qingjiangpu District,Jiangsu,429.18,0,429.18,6.79,0
1390,Xuyi County,Jiangsu,2473.99,0.91,2474.9,6.79,13.19
1391,Donghai County,Jiangsu,0,0,0,0,0
1392,Ganyu District,Jiangsu,0,0,0,0,0
1393,Gunnan County,Jiangsu,86.3,0,86.3,8.3,0
1394,Guanyun County,Jiangsu,0,0,0,0,0
1395,Haizhou District,Jiangsu,0,0,0,0,0
1396,Lianyun District,Jiangsu,0,0,0,0,0
1397,Gaochun District,Jiangsu,0,0,0,0,0
1398,Gulou District,Jiangsu,0,0,0,0,0
1399,Jianye District,Jiangsu,0,0,0,0,0
1400,Jiangning District,Jiangsu,0,0,0,0,0
1401,Lishui District,Jiangsu,0,0,0,0,0
1402,Liuhe District,Jiangsu,128.48,0,128.48,6.11,0
1403,Pukou District,Jiangsu,0,0,0,0,0
1404,Qixia District,Jiangsu,0,0,0,0,0
1405,Qinhuai District,Jiangsu,0,0,0,0,0
1406,Xuanwu District,Jiangsu,0,0,0,0,0
1407,Yuhuatai District,Jiangsu,0,0,0,0,0
1408,Chongchuan District,Jiangsu,0,0,0,0,0
1409,Hai'an City,Jiangsu,4297.24,2,4299.24,33.08,17.77
1410,Haimen District,Jiangsu,0,0,0,0,0
1411,Qidong City,Jiangsu,0,0,0,0,0
1412,Rudong County,Jiangsu,0,0,0,0,0
1413,Rugao City,Jiangsu,0,0,0,0,0
1414,Tongzhou District,Jiangsu,0,0,0,0,0
1415,Changshu City,Jiangsu,0,0,0,0,0
1416,Gusu District,Jiangsu,0,0,0,0,0
1417,Huqiu District,Jiangsu,0,0,0,0,0
1418,Kunshan City,Jiangsu,0,0,0,0,0
1419,Suzhou Industrial Park,Jiangsu,0,0,0,0,0
1420,Taicang City,Jiangsu,0,0,0,0,0
1421,Wujiang District,Jiangsu,0,0,0,0,0
1422,Wuzhong District,Jiangsu,0,0,0,0,0
1423,Xiangcheng District,Jiangsu,0,0,0,0,0
1424,Zhangjiagang City,Jiangsu,0,0,0,0,0
1425,Shuyang County,Jiangsu,0,0,0,0,0
1426,Sihong County,Jiangsu,188.86,0,188.86,5.4,0
1427,Siyang County,Jiangsu,145.51,0,145.51,6.79,0
1428,Sucheng District,Jiangsu,0,0,0,0,0
1429,Suyu District,Jiangsu,0,0,0,0,0
1430,Gaogang District,Jiangsu,0,0,0,0,0
1431,Hailing District,Jiangsu,1075.46,0.17,1075.63,17.54,56.6
1432,Jiangyan District,Jiangsu,2356.82,3.63,2360.45,24.51,134.77
1433,Jingjiang City,Jiangsu,0,0,0,0,0
1434,Taixing City,Jiangsu,149.38,0.04,149.42,17.54,0
1435,Xinghua City,Jiangsu,7842.06,5.48,7847.54,25.88,134.77
1436,Binhu District,Jiangsu,0,0,0,0,0
1437,Huishan District,Jiangsu,0,0,0,0,0
1438,Jiangyin City,Jiangsu,0,0,0,0,0
1439,Liangxi District,Jiangsu,0,0,0,0,0
1440,Xishan District,Jiangsu,0,0,0,0,0
1441,Xinwu District,Jiangsu,0,0,0,0,0
1442,Yixing City,Jiangsu,0,0,0,0,0
1443,Fengxian,Jiangsu,0,0,0,0,0
1444,Gulou District,Jiangsu,0,0,0,0,0
1445,Jiawang District,Jiangsu,0,0,0,0,0
1446,Pei County,Jiangsu,0,0,0,0,0
1447,Pizhou City,Jiangsu,0,0,0,0,0
1448,Quanshan District,Jiangsu,0,0,0,0,0
1449,Suining County,Jiangsu,0,0,0,0,0
1450,Tongshan District,Jiangsu,0,0,0,0,0
1451,Xinyi City,Jiangsu,0,0,0,0,0
1452,Yunlong District,Jiangsu,0,0,0,0,0
1453,Binhai County,Jiangsu,707.03,0,707.03,14.95,0
1454,Dafeng District,Jiangsu,9395.92,0,9395.92,31.35,0
1455,Dongtai City,Jiangsu,10328.93,2.99,10331.92,34.07,134.77
1456,Funing County,Jiangsu,2807.66,0,2807.66,14.95,0
1457,Jianhu County,Jiangsu,2848.32,0.07,2848.39,14.95,7.85
1458,Sheyang County,Jiangsu,6900.12,0,6900.12,20.12,0
1459,Tinghu District,Jiangsu,3024.38,0,3024.38,20.12,0
1460,Xiangshui County,Jiangsu,96.36,0,96.36,8.99,0
1461,Yandu District,Jiangsu,2560.41,0,2560.41,17.54,0
1462,Baoying County,Jiangsu,3029.03,0,3029.03,17.54,0
1463,Gaoyou City,Jiangsu,4609.93,16.93,4626.86,20.12,134.77
1464,Guangling District,Jiangsu,0,0,0,0,0
1465,Ganjiang District,Jiangsu,447.77,14.36,462.13,15,56.6
1466,Jiangdu District,Jiangsu,1879.64,11.04,1890.68,20.12,134.77
1467,Yizheng City,Jiangsu,225.62,0,225.62,14.6,0
1468,Dantu District,Jiangsu,0,0,0,0,0
1469,Danyang City,Jiangsu,0,0,0,0,0
1470,Jingkou District,Jiangsu,0,0,0,0,0
1471,Jurong City,Jiangsu,0,0,0,0,0
1472,Runzhou District,Jiangsu,0,0,0,0,0
1473,Yangzhong City,Jiangsu,0,0,0,0,0
1474,Chongren County,Jiangxi,0,0,0,0,0
1475,Dongxiang District,Jiangxi,0,0,0,0,0
1476,Guangchang County,Jiangxi,0,0,0,0,0
1477,Jinxi County,Jiangxi,0,0,0,0,0
1478,Le'an County,Jiangxi,0,0,0,0,0
1479,Lichuan County,Jiangxi,0,0,0,0,0
1480,Linchuan District,Jiangxi,0,0,0,0,0
1481,Nancheng County,Jiangxi,0,0,0,0,0
1482,Nanfeng County,Jiangxi,0,0,0,0,0
1483,Yihuang County,Jiangxi,0,0,0,0,0
1484,Zixi County,Jiangxi,0,0,0,0,0
1485,Anyuan County,Jiangxi,0,0,0,0,0
1486,Chongyi County,Jiangxi,0,0,0,0,0
1487,Dayu County,Jiangxi,0,0,0,0,0
1488,Dingnan County,Jiangxi,0,0,0,0,0
1489,Ganxian District,Jiangxi,0,0,0,0,0
1490,Huichang County,Jiangxi,0,0,0,0,0
1491,Longnan City,Jiangxi,0,0,0,0,0
1492,Nankang District,Jiangxi,0,0,0,0,0
1493,Ningdu County,Jiangxi,0,0,0,0,0
1494,Quannan County,Jiangxi,0,0,0,0,0
1495,Ruijin City,Jiangxi,0,0,0,0,0
1496,Shangyu County,Jiangxi,0,0,0,0,0
1497,Shicheng County,Jiangxi,0,0,0,0,0
1498,Xinfeng County,Jiangxi,0,0,0,0,0
1499,Xingguo County,Jiangxi,0,0,0,0,0
